AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
MH591830.1	2272020671	Gastrodia kachinensis chromosome GN1 	71519	Gastrodia kachinensis	2939661
MH591852.1	2272020719	Gastrodia kachinensis chromosome GN4 	28854	Gastrodia kachinensis	2939661
MH591858.1	2272020735	Gastrodia dyeriana chromosome GD1 	93520	Gastrodia dyeriana	2939660
MH591863.1	2272020748	Gastrodia dyeriana chromosome GD14 	16864	Gastrodia dyeriana	2939660
MH591869.1	2272020759	Gastrodia dyeriana chromosome GD2 	76009	Gastrodia dyeriana	2939660
MH591872.1	2272020771	Gastrodia dyeriana chromosome GD3 	57379	Gastrodia dyeriana	2939660
MH591876.1	2272020786	Gastrodia dyeriana chromosome GD7 	28089	Gastrodia dyeriana	2939660
MH591879.1	2272020794	Dendrobium amplum 	113978	Dendrobium amplum	234050
MH591884.1	2272020817	Dendrobium amplum 	10853	Dendrobium amplum	234050
MH591886.1	2272020821	Dendrobium amplum 	7286	Dendrobium amplum	234050
MH591889.1	2272020830	Dendrobium amplum 	48795	Dendrobium amplum	234050
MH591890.1	2272020835	Dendrobium amplum 	37518	Dendrobium amplum	234050
MH591891.1	2272020839	Dendrobium amplum 	32133	Dendrobium amplum	234050
MH591892.1	2272020843	Dendrobium amplum 	30772	Dendrobium amplum	234050
MH591894.1	2272020849	Dendrobium amplum 	25222	Dendrobium amplum	234050
MH591895.1	2272020851	Dendrobium amplum 	25199	Dendrobium amplum	234050
MH757117.1	1524089452	Haberlea rhodopensis 	484138	Haberlea rhodopensis	121481
MH931259.1	1869442307	Cynanchum wilfordii chromosome 3 	111332	Cynanchum wilfordii	228709
MK131350.1	1760232176	Pogonatum inflexum 	113866	Pogonatum inflexum	185755
MK175054.1	1761031170	Cynodon dactylon x Cynodon transvaalensis 	366612	Cynodon dactylon x Cynodon transvaalensis	1920021
MK318535.1	1779936977	Riccardia planiflora 	149371	Riccardia planiflora	2500170
MK333231.1	1790939029	Xanthoceras sorbifolium 	575633	Xanthoceras sorbifolium	99658
MK426679.1	1796208061	Castanospermum australe	542079	Castanospermum australe	24962
MK431824.1	2160498003	Nitraria tangutorum 	355820	Nitraria tangutorum	357929
MK431825.1	2160498034	Tribulus terrestris 	415781	Tribulus terrestris	210369
MK431826.1	1783582703	Peganum harmala 	447055	Peganum harmala	43879
MK431827.1	2160498067	Zygophyllum fabago 	831513	Zygophyllum fabago	66652
MK697707.1	1803030987	Picea sitchensis chromosome 12 	27173	Picea sitchensis	3332
MK728874.1	2159137299	Pogostemon heyneanus 	380655	Pogostemon heyneanus	58709
MK990822.1	1681062850	Monotropa hypopitys chromosome 1	704088	Monotropa hypopitys	176248
MK990823.1	1681062891	Monotropa hypopitys chromosome 2 	106028	Monotropa hypopitys	176248
MN017226.1	1755135569	Cercis canadensis 	348530	Cercis canadensis	49801
MN061667.1	1790940246	Hemiptelea davidii 	460941	Hemiptelea davidii	63068
MN127974.1	1776323015	Hordeum vulgare subsp. spontaneum 	525605	Hordeum vulgare subsp. spontaneum	77009
MN166292.1	2192681729	Alternanthera philoxeroides 	283258	Alternanthera philoxeroides	381410
MN196478.1	1771301930	Capsicum annuum var. glabriusculum 	497487	Capsicum annuum var. glabriusculum	165789
MN199236.1	1826687845	Quercus variabilis	412886	Quercus variabilis	103481
MN400566.1	2450609345	Azolla filiculoides chromosome 1 	46341	Azolla filiculoides	84609
MN400567.1	2450609346	Azolla filiculoides chromosome 2 	30053	Azolla filiculoides	84609
MN400569.1	2450609348	Azolla filiculoides chromosome 4 	16651	Azolla filiculoides	84609
MN400570.1	2450609349	Azolla filiculoides chromosome 5 	13652	Azolla filiculoides	84609
MN400573.1	2450609352	Azolla filiculoides chromosome 8 	6499	Azolla filiculoides	84609
MN400574.1	2450609353	Azolla filiculoides chromosome 9 	2384	Azolla filiculoides	84609
MN400575.1	2450609404	Cuscuta australis chromosome 1 	55651	Cuscuta australis	267555
MN400576.1	2450609410	Cuscuta australis chromosome 2 	37211	Cuscuta australis	267555
MN400577.1	2450609416	Cuscuta australis chromosome 3 	34919	Cuscuta australis	267555
MN400578.1	2450609423	Cuscuta australis chromosome 4 	33963	Cuscuta australis	267555
MN400579.1	2450609427	Cuscuta australis chromosome 5 	29826	Cuscuta australis	267555
MN400580.1	2450609431	Cuscuta australis chromosome 6 	14891	Cuscuta australis	267555
MN400581.1	2450609436	Cuscuta australis chromosome 7 	12648	Cuscuta australis	267555
MN400584.1	2450609444	Cuscuta australis chromosome 10 	7836	Cuscuta australis	267555
MN400588.1	2450609513	Cuscuta campestris chromosome 1 	110917	Cuscuta campestris	132261
MN400589.1	2450609530	Cuscuta campestris chromosome 2 	54285	Cuscuta campestris	132261
MN400590.1	2450609540	Cuscuta campestris chromosome 3 	50641	Cuscuta campestris	132261
MN400591.1	2450609547	Cuscuta campestris chromosome 4 	32804	Cuscuta campestris	132261
MN400593.1	2450609552	Cuscuta campestris chromosome 6 	9168	Cuscuta campestris	132261
MN400594.1	2450609605	Pteridium revolutum chromosome 1 	46403	Pteridium revolutum	104585
MN400595.1	2450609606	Pteridium revolutum chromosome 2 	26954	Pteridium revolutum	104585
MN400596.1	2450609607	Pteridium revolutum chromosome 3 	14118	Pteridium revolutum	104585
MN400598.1	2450609609	Pteridium revolutum chromosome 5 	9744	Pteridium revolutum	104585
MN400603.1	2450609614	Pteridium revolutum chromosome 10 	5679	Pteridium revolutum	104585
MN432175.1	2198385057	Bougainvillea glabra chromosome 3 	64310	Bougainvillea glabra	3541
MN432177.1	2198385065	Bougainvillea glabra chromosome 1 	160721	Bougainvillea glabra	3541
MN432178.1	2198385083	Bougainvillea glabra chromosome 2 	97632	Bougainvillea glabra	3541
MN481990.1	1775179419	Rhaphiolepis bibas 	434980	Eriobotrya japonica	32224
MN593023.1	1840514224	Taxus cuspidata 	468924	Taxus cuspidata	99806
MN661146.1	1798158189	Paraprenanthes diversifolia 	360751	Paraprenanthes diversifolia	1400673
MN683736.1	1789854417	Sesuvium portulacastrum 	392221	Sesuvium portulacastrum	221166
MN723864.1	1784810973	Ligustrum quihoui 	848451	Ligustrum quihoui	528268
MN746809.2	1832299170	Capsella bursa-pastoris 	287799	Capsella bursa-pastoris	3719
MN927134.1	1810665766	Riccia fluitans	185640	Riccia fluitans	41844
MN964891.1	1859640860	Malus domestica cultivar Yantai fuji 	396947	Malus domestica	3750
MN972463.1	1858303995	 Bartramia pomiformis 	106155	Bartramia pomiformis	52976
MT043351.1	1863495008	Medinilla magnifica 	377864	Medinilla magnifica	1799599
MT075725.1	1847741414	Ajuga ciliata chromosome 1	287405	Ajuga ciliata	199542
MT075726.1	1847741438	Ajuga ciliata chromosome 2 	78009	Ajuga ciliata	199542
MT076267.1	1848770638	Ombrophytum subterraneum chromosome 1 	27184	Ombrophytum subterraneum	50155
MT076271.1	1848770655	Ombrophytum subterraneum chromosome 5 	18978	Ombrophytum subterraneum	50155
MT076277.1	1848770671	Ombrophytum subterraneum chromosome 11 	16126	Ombrophytum subterraneum	50155
MT122958.1	1883211185	Solanum wrightii chromosome 1	294451	Solanum wrightii	374009
MT122959.1	1883211218	Solanum wrightii chromosome 2 	191785	Solanum wrightii	374009
MT122970.1	1883211572	Solanum macrocarpon chromosome 1	481443	Solanum macrocarpon	115666
MT122971.1	1883211619	Solanum macrocarpon chromosome 2 	186172	Solanum macrocarpon	115666
MT122984.1	1883211930	Solanum melongena chromosome 1	363632	Solanum melongena	4111
MT122985.1	1883211971	Solanum melongena chromosome 2 	134461	Solanum melongena	4111
MT310681.1	1840513927	Pseudocrossidium replicatum 	105495	Pseudocrossidium replicatum	885028
MT320890.1	1919471751	Neolamarckia cadamba chromosome 1 	109836	Neolamarckia cadamba	153762
MT364442.1	1919471761	Neolamarckia cadamba chromosome 2	305144	Neolamarckia cadamba	153762
MT471097.1	1945590669	Coix lacryma-jobi var. ma-yuen	660150	Coix lacryma-jobi var. ma-yuen	714458
MT471098.1	1945590943	Coix lacryma-jobi var. puellarum	673349	Coix lacryma-jobi var. puellarum	2728034
MT471099.1	1945591142	Coix lacryma-jobi var. maxima	639298	Coix lacryma-jobi var. maxima	2728036
MT471321.1	1863494952	Sporobolus alterniflorus	566328	Sporobolus alterniflorus	29706
MT568500.1	1914010783	Hepatica maxima 	1122546	Hepatica maxima	387291
MT610102.1	1899342683	Torminalis glaberrima 	386758	Torminalis glaberrima	2914000
MT725722.1	2007828516	Pisum sativum subsp. Sativum	363872	Lathyrus oleraceus subsp. oleraceus	208194
MT797187.1	1910322228	Larix sibirica chromosome 1 	4008762	Larix sibirica	62751
MT797188.1	1910322246	Larix sibirica chromosome 2 	3031766	Larix sibirica	62751
MT797189.1	1910322254	Larix sibirica chromosome 3 	2293716	Larix sibirica	62751
MT797190.1	1910322267	Larix sibirica chromosome 4 	1382651	Larix sibirica	62751
MT797193.1	1910322275	Larix sibirica chromosome 7 	142269	Larix sibirica	62751
MT821854.1	1898549323	Saccharum hybrid cultivar x Tripidium arundinaceum chromosome 2 	144713	Saccharum hybrid cultivar x Tripidium arundinaceum	2768469
MT834960.1	1915409094	Myuroclada maximowiczii	104216	Myuroclada maximowiczii	98946
MT975322.1	2001167574	Prunus avium	444582	Prunus avium	42229
MW029460.1	2231659094	Panax ginseng	464705	Panax ginseng	4054
MW057419.2	2085647582	Malus kansuensis 	385436	Malus kansuensis	106558
MW122952.1	1935002153	Solanum stenotomum subsp. goniocalyx chromosome 1 	49155	Solanum stenotomum subsp. goniocalyx	1050191
MW122953.1	1935002163	Solanum stenotomum subsp. goniocalyx chromosome 2 	113419	Solanum stenotomum subsp. goniocalyx	1050191
MW122955.1	1935002223	Solanum ahanhuiri chromosome 1 	49272	Solanum ahanhuiri	875672
MW122956.1	1935002233	Solanum ahanhuiri chromosome 2 	113417	Solanum ahanhuiri	875672
MW122958.1	1935002299	Solanum phureja chromosome 1 	49155	Solanum phureja	172790
MW122959.1	1935002309	Solanum phureja chromosome 2 	113419	Solanum phureja	172790
MW122961.1	1935002369	Solanum stenotomum subsp. stenotomum chromosome 1 	49155	Solanum stenotomum subsp. stenotomum	2650462
MW122962.1	1935002379	Solanum stenotomum subsp. stenotomum chromosome 2 	113419	Solanum stenotomum subsp. stenotomum	2650462
MW122970.1	1935002580	Solanum tuberosum subsp. Andigenum chromosome 1 	49302	Solanum tuberosum subsp. andigenum	80418
MW122971.1	1935002590	Solanum tuberosum subsp. Andigenum chromosome 2 	113450	Solanum tuberosum subsp. andigenum	80418
MW122973.1	1935002656	Solanum x juzepczukii chromosome 1 	49236	Solanum x juzepczukii	136614
MW122974.1	1935002666	Solanum x juzepczukii chromosome 2 	113545	Solanum x juzepczukii	136614
MW122976.1	1935002731	Solanum chaucha chromosome 1 	49302	Solanum chaucha	682313
MW122977.1	1935002741	Solanum chaucha chromosome 2 	113453	Solanum chaucha	682313
MW122979.1	1935002807	Solanum x curtilobum chromosome 1 	49155	Solanum x curtilobum	875673
MW122980.1	1935002817	Solanum x curtilobum chromosome 2 	112635	Solanum x curtilobum	875673
MW394515.1	2017823025	Pisum abyssinicum chromosome 1	268009	[Pisum sativum] subsp. abyssinicum	198035
MW394516.1	2017823049	Pisum abyssinicum chromosome 2 	78861	[Pisum sativum] subsp. abyssinicum	198035
MW411187.1	2154014492	Chlorophytum comosum 	950316	Chlorophytum comosum	34182
MW413894.1	2130419157	Humulus lupulus 	390962	Humulus lupulus	3486
MW432178.1	2033634857	Markhamia cauda-felina 	837447	Markhamia cauda-felina	2871431
MW432179.1	2033634898	Dolichandrone spathacea chromosome DS1	610698	Dolichandrone spathacea	241844
MW432180.1	2033634935	Dolichandrone spathacea chromosome DS2 	59125	Dolichandrone spathacea	241844
MW441235.1	2031443836	Dalbergia odorifera 	435224	Dalbergia odorifera	499988
MW448460.1	2057210683	Arachis hypogaea 	592341	Arachis hypogaea	3818
MW448461.1	2057210716	Lupinus albus 	405579	Lupinus albus	3870
MW448462.1	2057210750	Indigofera tinctoria 	546392	Indigofera tinctoria	198914
MW448463.1	2057210783	Apios americana 	434145	Apios americana	185702
MW448464.1	2057210816	Vigna unguiculata 	383314	Vigna unguiculata	3917
MW448465.1	2057210850	Robinia pseudoacacia 	396058	Robinia pseudoacacia	35938
MW448466.1	2057210884	Glycyrrhiza glabra 	440064	Glycyrrhiza glabra	49827
MW477238.1	2007831195	Coriandrum sativum chromosome 2	224590	Coriandrum sativum	4047
MW497575.1	2238504718	Herpetospermum pedunculosum 	224863	Herpetospermum pedunculosum	386182
MW537827.1	2211723232	Fragaria nipponica 	295660	Fragaria nipponica	101012
MW537828.1	2211723264	Fragaria chiloensis 	285346	Fragaria chiloensis	101007
MW537829.1	2211723295	Fragaria corymbosa 	283017	Fragaria corymbosa	538576
MW537836.1	2211723511	Fragaria daltoniana 	283008	Fragaria daltoniana	101010
MW553042.1	2017480095	Scutellaria tsinyunensis 	354073	Scutellaria tsinyunensis	1862659
MW566571.1	2072687540	Macadamia ternifolia 	682818	Macadamia ternifolia	4330
MW566572.1	2072687636	Macadamia tetraphylla 	682795	Macadamia tetraphylla	512563
MW594282.1	2104696254	Solanum okadae chromosome 1 	49277	Solanum okadae	73575
MW594283.1	2104696266	Solanum okadae chromosome 2 	54636	Solanum okadae	73575
MW594284.1	2104696273	Solanum okadae chromosome 3 	334889	Solanum okadae	73575
MW664926.1	2070135984	Fallopia aubertii 	350156	Fallopia aubertii	457183
MW717908.1	2052614885	Zelkova schneideriana	192338	Zelkova schneideriana	172643
MW719051.1	2071593183	Hoya lithophytica 	718734	Hoya lithophytica	2817244
MW732172.1	2032037249	Dryopteris crassirhizoma 	313346	Dryopteris crassirhizoma	97234
MW838194.1	2177161015	Bidens alba var. radiata 	213288	Bidens alba var. radiata	293806
MW900252.1	2047403471	Brassica oleracea var. gongylodes 	219964	Brassica oleracea var. gongylodes	109379
MW971440.1	2072936294	Tetragonia tetragonoides 	347227	Tetragonia tetragonoides	45318
MW971562.1	2191864029	Medicago polymorpha	287639	Medicago polymorpha	47084
MZ151883.2	2468010065	Argania spinosa 	707441	Sideroxylon spinosum	2945705
MZ159954.1	2064310123	Lactuca sativa var. capitata	363324	Lactuca sativa var. capitata	1049369
MZ159960.1	2064310386	Lactuca virosa	373019	Lactuca virosa	75947
MZ231125.1	2259349172	Prunus conradinae 	434334	Prunus conradinae	456515
MZ240723.1	2183118830	Ipomoea biflora	278121	Ipomoea biflora	2613358
MZ240724.1	2183118869	Argyreia velutina	255815	Argyreia velutina	2847854
MZ240727.1	2183118995	Dinetus racemosus	273499	Dinetus racemosus	941697
MZ240728.1	2183119080	Erycibe obtusifolia	294395	Erycibe obtusifolia	1603722
MZ240730.1	2183119170	Ipomoea aquatica	296682	Ipomoea aquatica	89636
MZ240731.1	2183119224	Merremia hederacea	272653	Merremia hederacea	1580173
MZ240732.1	2183119273	Ipomoea quamoclit	293939	Ipomoea quamoclit	89660
MZ240733.1	2183119314	Dichondra micrantha chromosome 1 	151252	Dichondra micrantha	1053343
MZ240734.1	2183119330	Dichondra micrantha chromosome 2 	108648	Dichondra micrantha	1053343
MZ240735.1	2183119344	Dichondra micrantha chromosome 3 	97771	Dichondra micrantha	1053343
MZ240736.1	2183119358	Ipomoea pes-caprae chromosome 1 	106281	Ipomoea pes-caprae	89656
MZ240737.1	2183119379	Ipomoea pes-caprae chromosome 2 	88485	Ipomoea pes-caprae	89656
MZ240738.1	2183119391	Ipomoea pes-caprae chromosome 3 	61417	Ipomoea pes-caprae	89656
MZ269392.1	2169227371	Rhopalocnemis phalloides chromosome 1 	7861	Rhopalocnemis phalloides	1128106
MZ269393.1	2169227372	Rhopalocnemis phalloides chromosome 2 	7726	Rhopalocnemis phalloides	1128106
MZ269395.1	2169227374	Rhopalocnemis phalloides chromosome 4 	6821	Rhopalocnemis phalloides	1128106
MZ269402.1	2169227381	Rhopalocnemis phalloides chromosome 11 	6018	Rhopalocnemis phalloides	1128106
MZ269410.1	2169227389	Rhopalocnemis phalloides chromosome 19 	5686	Rhopalocnemis phalloides	1128106
MZ269411.1	2169227390	Rhopalocnemis phalloides chromosome 20 	5373	Rhopalocnemis phalloides	1128106
MZ285073.1	2073948027	Damnacanthus indicus var. indicus	419435	Damnacanthus indicus var. indicus	2862862
MZ285076.1	2073948126	Damnacanthus indicus var. microphyllus	417816	Damnacanthus indicus var. microphyllus	2862861
MZ318049.1	2184422462	Acer truncatum 	791052	Acer truncatum	47965
MZ328723.1	2072936098	Apium leptophyllum 	260164	Apium leptophyllum	2860399
MZ504724.1	2168681404	Lonicera japonica 	884352	Lonicera japonica	105884
MZ636518.1	2112327892	Acer miaotaiense 	819227	Acer miaotaiense	948960
MZ636519.1	2112327977	Quercus acutissima 	448694	Quercus acutissima	58330
MZ675536.1	2094551568	Populus alba var. pyramidalis 	849603	Populus alba var. pyramidalis	327892
MZ707540.1	2091690646	Populus adenopoda chromosome 1 	339333	Populus adenopoda	1536645
MZ707541.1	2091690662	Populus adenopoda chromosome 2 	197113	Populus adenopoda	1536645
MZ707542.1	2091690669	Populus adenopoda chromosome 4	154816	Populus adenopoda	1536645
MZ707543.1	2091690675	Populus adenopoda chromosome 3 	177846	Populus adenopoda	1536645
MZ707544.1	2091690685	Populus tomentosa chromosome 4 	153004	Populus tomentosa	118781
MZ707545.1	2091690691	Populus tomentosa chromosome 2 	194215	Populus tomentosa	118781
MZ707546.1	2091690698	Populus tomentosa chromosome 3 	175177	Populus tomentosa	118781
MZ707547.1	2091690708	Populus tomentosa chromosome 1 	330873	Populus tomentosa	118781
MZ726801.1	2120245664	Hemerocallis citrina chromosome 1 	45607	Hemerocallis citrina	1249515
MZ726802.1	2120245670	Hemerocallis citrina chromosome 2 	239991	Hemerocallis citrina	1249515
MZ726803.1	2120245696	Hemerocallis citrina chromosome 3 	182864	Hemerocallis citrina	1249515
MZ736639.1	2096848888	Capsicum chinense chromosome 2 	244778	Capsicum chinense	80379
MZ747306.1	2120244490	Stylosanthes hamata 	503967	Stylosanthes hamata	37660
MZ747307.1	2120244525	Stylosanthes viscosa 	353136	Stylosanthes viscosa	79081
MZ747308.1	2120244558	Stylosanthes scabra 	492899	Stylosanthes scabra	79078
MZ747314.1	2120244762	Stylosanthes guianensis 	468896	Stylosanthes guianensis	62615
MZ751076.1	2188569878	Mangifera persiciforma 	750989	Mangifera persiciforma	384650
MZ751077.1	2188569916	Mangifera sylvatica 	714426	Mangifera sylvatica	171944
MZ823411.1	2292904186	Capsicum pubescens chromosome 1 	60995	Capsicum pubescens	113210
MZ823412.1	2292904192	Capsicum pubescens chromosome 2 	87340	Capsicum pubescens	113210
MZ823413.1	2292904198	Capsicum pubescens chromosome 3 	212675	Capsicum pubescens	113210
MZ823414.1	2292904219	Capsicum pubescens chromosome 4 	93265	Capsicum pubescens	113210
MZ826160.1	2104692441	Panax quinquefolius chromosome 1	270043	Panax quinquefolius	44588
MZ826161.1	2104692459	Panax quinquefolius chromosome 2 	191685	Panax quinquefolius	44588
MZ826162.1	2104692474	Panax quinquefolius chromosome 3 	84939	Panax quinquefolius	44588
MZ826163.1	2104692485	Panax quinquefolius chromosome 4 	54238	Panax quinquefolius	44588
MZ826271.1	2270350900	Populus trichocarpa chromosome 1 	338051	Populus trichocarpa	3694
MZ826272.1	2270350914	Populus trichocarpa chromosome 2 	280924	Populus trichocarpa	3694
MZ826273.1	2270350930	Populus trichocarpa chromosome 3 	184698	Populus trichocarpa	3694
MZ900993.1	2112328799	Juglans mandshurica chromosome 1	161386	Juglans mandshurica	91218
MZ900994.1	2112328806	Juglans mandshurica chromosome 2	558032	Juglans mandshurica	91218
MZ905370.1	2156866477	Populus simonii chromosome 1 	312510	Populus simonii	295327
MZ905371.1	2156866491	Populus simonii chromosome 2 	282934	Populus simonii	295327
MZ905372.1	2156866506	Populus simonii chromosome 3 	186034	Populus simonii	295327
MZ919331.1	2120245712	Brasenia schreberi chromosome 1 	628257	Brasenia schreberi	4424
MZ919332.1	2120245734	Brasenia schreberi chromosome 2 	305975	Brasenia schreberi	4424
MZ919333.1	2120245741	Brasenia schreberi chromosome 3 	169216	Brasenia schreberi	4424
MZ919334.1	2120245749	Brasenia schreberi chromosome 4 	159827	Brasenia schreberi	4424
MZ934755.1	2206817152	Oenothera villaricae	408744	Oenothera villaricae	3941
MZ934756.1	2206817247	Oenothera biennis	424132	Oenothera biennis	3942
MZ934757.1	2206817334	Oenothera elata subsp. Hookeri	449216	Oenothera elata subsp. hookeri	85636
MZ959063.1	2168679639	Actinidia eriantha 	768883	Actinidia eriantha	165200
NC_002511.2	108469695	Beta vulgaris subsp. vulgaris 	368801	Beta vulgaris subsp. vulgaris	3555
NC_006581.1	57013877	Nicotiana tabacum 	430597	Nicotiana tabacum	4097
NC_007886.1	89280701	Oryza sativa Indica Group 	491515	Oryza sativa Indica Group	39946
NC_007945.1	91208838	Physcomitrella patens 	105340	Physcomitrium patens	3218
NC_007982.1	94502557	Zea mays subsp. mays 	569630	Zea mays subsp. mays	381124
NC_008285.1	112253843	Brassica napus 	221853	Brassica napus	3708
NC_008331.1	114151557	Zea perennis 	570354	Zea perennis	4580
NC_008332.1	114151623	Zea mays subsp. parviglumis 	680603	Zea mays subsp. parviglumis	76912
NC_008333.1	114151590	Zea luxurians 	539368	Zea luxurians	15945
NC_008360.1	115278525	Sorghum bicolor 	468628	Sorghum bicolor	4558
