AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
LC707859.1	2230814205	Phanerochaete sordida	129567	Phanerochaete sordida	48140
MG017444.1	1337016644	Pleurotus citrinopileatus	60694	Pleurotus citrinopileatus	98342
MG017445.1	1337016670	Pleurotus platypus	73807	Pleurotus platypus	2015914
MH015348.1	1538979264	Arthonia susa	50798	Arthonia susa	2488734
MH319479.1	1409969601	Lactifluus piperatus	60843	Lactifluus piperatus	71966
MH374028.1	1497454532	Zymoseptoria tritici	43947	Zymoseptoria tritici	1047171
MH725795.1	1486320281	Termitomyces sp.	239317	Termitomyces sp.	1916073
MH794152.1	1681062990	Rhizopogon salebrosus	66704	Rhizopogon salebrosus	176626
MH794153.1	1681063025	Rhizopogon vinicolor	77109	Rhizopogon vinicolor	80600
MK292699.1	1652151604	Spizellomyces sp.	126474	Spizellomyces sp. 'palustris'	117820
MK456488.1	2034419674	Magnusiomyces ingens	37726	Magnusiomyces ingens	44077
MK571437.1	1590100010	Phlebopus portentosus	43299	Phlebopus portentosus	80661
MK714018.1	2159137276	Pseudozyma sp.	48917	Pseudozyma sp.	1902915
MN623378.1	1775178658	Cryptococcus sp.	30029	Cryptococcus sp. (in: basidiomycete fungi)	2046349
MN640580.1	1775177976	Conidiobolus sp.	26612	Conidiobolus sp.	1973308
MN657180.1	1905450536	Cladosporium sp.	37197	Cladosporium sp.	1707700
MN661341.1	1841183609	Cladosporium cladosporioides	36768	Cladosporium cladosporioides	29917
MN722635.1	1854237688	Sparassis crispa	139253	Sparassis crispa	139825
MT047458.1	2074130058	Apophysomyces elegans	28026	Apophysomyces elegans	90269
MT364879.1	1956751943	Cyclocybe aegerita	121484	Cyclocybe aegerita	1973307
MT421954.1	1904688195	Metschnikowia torresii	48347	Metschnikowia torresii	45599
MT433120.1	1883434529	Metschnikowia kamakouana	54921	Metschnikowia kamakouana	301367
MT556837.1	1887145576	Meira sp.	23353	Meira sp. (in: basidiomycete fungi)	1707708
MT649302.1	1976519882	Clavulina sp.	31816	Clavulina sp.	1745192
MT663151.1	1976519903	Sporobolomyces sp.	26430	Sporobolomyces sp.	1928706
MT755637.1	1894457363	Dioszegia changbaiensis	34853	Dioszegia changbaiensis	234950
MW711788.1	2029857844	Peltigera rufescens	65199	Peltigera rufescens	162008
MW795364.1	2032035963	Neoconidiobolus thromboides	34984	Neoconidiobolus thromboides	76012
MW795365.1	2032035993	Microconidiobolus nodosus	31638	Microconidiobolus nodosus	1167817
MZ151416.1	2050192858	Chroogomphus rutilus	37508	Chroogomphus rutilus	85976
MZ202357.1	2166981916	Butyriboletus roseoflavus	36551	Butyriboletus roseoflavus	1325616
MZ261925.1	2166981937	Xerocomus impolitus	39439	Hemileccinum impolitum	121045
MZ352929.1	2065943422	Leucoagaricus naucinus	61434	Leucoagaricus naucinus	34434
MZ439918.1	2166981958	Apiotrichum gracile	34648	Apiotrichum gracile	82516
MZ439919.1	2166981980	Apiotrichum gamsii	38096	Apiotrichum gamsii	1105092
MZ615349.1	2150812103	Marasmius tenuissimus	51210	Marasmius tenuissimus	585030
MZ615350.1	2150812125	Marasmiellus scandens	86201	Stygiomarasmius scandens	2682957
MZ615351.1	2150812155	Marasmius crinis-equi	63005	Marasmius crinis-equi	585013
MZ615352.1	2150812178	Paramarasmius palmivorus	79017	Paramarasmius palmivorus	297713
NC_001224.1	6226515	Saccharomyces cerevisiae	85779	Saccharomyces cerevisiae S288C	559292
NC_002653.1	266630551	Candida albicans	40420	Candida albicans SC5314	237561
NC_003049.1	15088703	Schizophyllum commune	49704	Schizophyllum commune	5334
NC_003052.1	15147293	Spizellomyces punctatus chromosome 1	58830	Spizellomyces punctatus	109760
NC_003053.1	15147255	Rhizophydium sp.	68834	Rhizophydium sp. 136	60187
NC_003920.1	21263111	Saccharomyces castellii 	25753	Naumovozyma castellii	27288
NC_004332.1	23752280	Schizosaccharomyces japonicus	80059	Schizosaccharomyces japonicus	4897
NC_004336.1	24080109	Cryptococcus neoformans var. grubii	24874	Cryptococcus neoformans	5207
NC_004918.1	32441693	Saccharomyces servazzii 	30782	Monosporozyma servazzii	27293
NC_005253.2	90995396	Candida parapsilosis 	32745	Candida parapsilosis	5480
NC_005927.1	49147007	Moniliophthora perniciosa	109103	Moniliophthora perniciosa	153609
NC_005972.1	50234080	Candida zemplinina 	23114	Starmerella bacillaris	1247836
NC_006077.1	50812093	Kluyveromyces lactis 	40291	Kluyveromyces lactis	28985
NC_006836.1	58578599	Rhizopus oryzae	54178	Rhizopus arrhizus	64495
NC_006837.1	58578567	Smittium culisetae	58654	Zancudomyces culisetae	1213189
NC_006838.1	58578624	Mortierella verticillata	58745	Podila verticillata	78898
NC_006971.1	62736223	Candida metapsilosis 	24152	Candida metapsilosis	273372
NC_006972.1	62736207	Candida orthopsilosis 	22528	Candida orthopsilosis	273371
NC_007780.1	86990310	Hanseniaspora uvarum 	18844	Hanseniaspora uvarum	29833
NC_008368.1	115304384	Ustilago maydis mitochondrion, complete genome	56814	Mycosarcoma maydis	5270
NC_009880.1	157816260	Tilletia indica	65147	Tilletia indica	43049
NC_009905.1	158251727	Pleurotus ostreatus	73242	Pleurotus ostreatus	5322
NC_010222.1	164422124	Mycosphaerella graminicola	43964	Zymoseptoria tritici	1047171
NC_010651.1	187373138	Tilletia walkeri	59352	Tilletia walkeri	117179
NC_012619.1	228015404	Nakaseomyces delphensis 	37016	Nakaseomyces delphensis	51657
NC_012620.1	228015413	Candida castellii 	50294	Oligophagozyma castellii	51914
NC_012621.1	228015422	Nakaseomyces bacillisporus 	107123	Cylindricascospora bacillispora	51660
NC_013147.1	256427299	Dekkera bruxellensis 	76453	Brettanomyces bruxellensis	5007
NC_013933.1	290967659	Trametes cingulata	91500	Trametes cingulata	575983
NC_014337.1	301353187	Candida subhashii 	29795	[Candida] subhashii	561895
NC_014805.1	315248821	Ogataea angusta 	41719	Ogataea polymorpha	460523
NC_016756.1	374264089	Ashbya gossypii	23497	Eremothecium gossypii FDAG1	1034331
NC_018044.1	391224004	Saccharomyces paradoxus 	71355	Saccharomyces paradoxus	27291
NC_018365.1	400201826	Lentinula edodes	121394	Lentinula edodes	5353
NC_020043.1	435857090	Magnusiomyces magnusii 	42757	Magnusiomyces magnusii	43963
NC_020148.1	442769786	Phlebia radiata	156348	Phlebia radiata	5308
NC_020332.1	452849333	Pneumocystis murina	24608	Pneumocystis murina	263815
NC_021750.1	526003413	Ganoderma lucidum	60635	Ganoderma lucidum	5315
NC_022144.1	533206351	Glomus cerebriforme	59633	Glomus cerebriforme	658196
NC_022933.1	560877746	Ganoderma sinense	86451	Ganoderma sinense	36075
NC_023248.1	570700477	Jaminaea angkorensis	29999	Jaminaea angkorensis	542766
NC_024200.1	642277348	Lichtheimia hongkongensis	31830	Lichtheimia hongkongensis	549293
NC_024555.1	669026435	Heterobasidion irregulare	114193	Heterobasidion irregulare	984962
NC_024944.1	689358021	Parasitella parasitica	83361	Parasitella parasitica	35722
NC_025200.1	693426865	Sclerotinia borealis	203051	Sclerotinia borealis	77105
NC_025768.1	726972424	Galactomyces candidum	29008	Geotrichum candidum	1173061
NC_026869.1	813423937	Shiraia bambusicola	39030	Shiraia bambusicola	224420
NC_027188.1	827046364	Ganoderma applanatum	119803	Ganoderma applanatum	29884
NC_027433.1	873527207	Torulaspora delbrueckii	28793	Torulaspora delbrueckii	4950
NC_027457.1	884997709	Torulaspora pretoriensis	33343	Torulaspora pretoriensis	35629
NC_027458.1	884997718	Torulaspora franciscae	39201	Torulaspora franciscae	53488
NC_027459.1	884997728	Torulaspora globosa	45193	Torulaspora globosa	48254
NC_027730.1	918020497	Phycomyces blakesleeanus	62082	Phycomyces blakesleeanus	4837
NC_028135.1	944541337	Tricholoma matsutake	76037	Tricholoma matsutake	40145
NC_029185.1	992329759	Rhizophagus fasciculatus	72251	Rhizophagus fasciculatus	47032
NC_029238.1	992330782	Verticillium nonalfalfae	26139	Verticillium nonalfalfae	1051616
NC_029745.1	1009104683	Pyronema omphalodes	191189	Pyronema omphalodes	337075
NC_030334.1	1037241235	Zasmidium cellare	23743	Zasmidium cellare	395010
NC_031511.1	1088473572	Saccharomyces arboricola	71124	Saccharomyces arboricola	706196
NC_031512.1	1088473762	Saccharomyces uvarum	64779	Saccharomyces uvarum	230603
NC_031513.1	1088473807	Saccharomyces bayanus	64736	Saccharomyces bayanus	4931
NC_031514.1	1088473997	Saccharomyces cariocanus 	77380	Saccharomyces cariocanus	114526
NC_033533.1	1134945413	Pleurotus eryngii	72650	Pleurotus eryngii	5323
NC_034349.1	1181494027	Fomitopsis palustris	63479	Fomitopsis palustris	2870670
NC_035825.1	1241922196	Opegrapha vulgata	38937	Opegrapha vulgata	543791
NC_036039.1	1267170312	Stemphylium lycopersici	75911	Stemphylium lycopersici	183478
NC_036158.1	1269031155	Absidia glauca	63080	Absidia glauca	4829
NC_036374.1	1314948697	Zygosaccharomyces mellis	24335	Zygosaccharomyces mellis	42258
NC_036375.1	1314948712	Torulaspora quercuum	33299	Torulaspora quercuum	1143185
NC_036376.1	1314948730	Torulaspora microellipsoides	34709	Torulaspora microellipsoides	1136883
NC_036377.1	1314948745	Naumovozyma dairenensis	46425	Naumovozyma dairenensis	27289
NC_036378.1	1314948760	Kazachstania unispora	29129	Monosporozyma unispora	27294
NC_036379.1	1314948776	Candida nivariensis	28524	Nakaseomyces nivariensis	418086
NC_036380.1	1314948788	Candida bracarensis	46138	Nakaseomyces bracarensis	273131
NC_036422.1	1299050061	Tremella fuciformis	35058	Tremella fuciformis	64657
NC_036748.1	1331215819	Kazachstania sinensis	38566	Huiozyma sinensis	588727
NC_037233.1	1369124022	Alectoria fallacina	75417	Alectoria fallacina	1903189
NC_037756.1	1418577494	Cantharellus appalachiensis	73562	Cantharellus appalachiensis	409893
NC_037773.1	1418578643	Russula compacta	69423	Russula compacta	40490
NC_037774.1	1418578682	Russula abietina	67683	Russula abietina	482377
NC_037775.1	1418578728	Russula foetens	58585	Russula foetens	131541
NC_037936.1	1418584190	Ganoderma tsugae	92511	Polyporus tsugae	2075311
NC_037937.1	1418584248	Ganoderma leucocontextum	88194	Ganoderma leucocontextum	1566825
NC_037938.1	1418584306	Ganoderma calidophilum	124588	Ganoderma calidophilum	2026244
NC_038056.1	1436049505	Lactarius piperatus	60843	Lactifluus piperatus	71966
NC_038091.1	1436050879	Pleurotus cornucopiae	72134	Pleurotus cornucopiae	5321
NC_038223.1	1442330227	Lyophyllum decastes	50643	Lyophyllum decastes	64660
NC_038224.1	1442313549	Lyophyllum shimeji	73678	Lyophyllum shimeji	47721
NC_039439.1	1488177610	Asterophora parasitica	43328	Asterophora parasitica	117018
NC_039440.1	1488177626	Blastosporella zonata	200401	Blastosporella zonata	530045
NC_039441.1	1488177683	Myochromella boudieri	99774	Myochromella boudieri	117066
NC_039442.1	1488177718	Tephrocybe rancida	126794	Tephrocybe rancida	117070
NC_039443.1	1488177755	Tricholomella constricta	65087	Tricholomella constricta	117010
NC_039589.1	1509838879	Hygrophorus russula	55769	Hygrophorus russula	264141
NC_039931.1	1526690171	Sanghuangporus sanghuang	112060	Sanghuangporus sanghuang	1659845
NC_040008.1	1526694881	Coniothyrium glycines	98533	Coniothyrium glycines	1077358
NC_040159.1	1535791922	Heterodermia speciosa	75318	Heterodermia speciosa	116794
NC_041248.1	1600727002	Drechslerella brochopaga	193195	Orbilia brochopaga	3140254
NC_042219.1	1642523997	Hypsizygus marmoreus	102752	Hypsizygus marmoreus	39966
NC_042229.1	1642524720	Armillaria sinapina	103563	Armillaria sinapina	64372
NC_042230.1	1642524765	Armillaria borealis	116433	Armillaria borealis	47425
NC_042231.1	1642524813	Armillaria solidipes	122167	Armillaria solidipes	1076256
NC_042769.1	1693291702	Desarmillaria tabescens	93439	Desarmillaria tabescens	1929756
NC_042771.1	1693291743	Taiwanofungus camphoratus	114922	Taiwanofungus camphoratus	2696576
NC_042772.1	1693291807	Laccaria amethystina	65156	Laccaria amethystina	89243
NC_042773.1	1693291837	Laccaria bicolor	95304	Laccaria bicolor	29883
NC_042879.1	1693299050	Spizellomyces palustris	126474	Spizellomyces sp. 'palustris'	117820
NC_042880.1	1693299101	Chytriomyces confervae	225604	Chytriomyces confervae	246404
NC_044132.1	1714236452	Pseudocercospora fijiensis	74089	Pseudocercospora fijiensis	1873960
NC_044675.1	1747251606	Porodaedalea pini	144970	Porodaedalea pini	108901
NC_044676.1	1747251722	Fomitiporia mediterranea	115036	Fomitiporia mediterranea	208960
NC_044677.1	1747251804	Phellinus lamaoensis	45604	Pyrrhoderma lamaoense	2282106
NC_044678.1	1747251838	Coniferiporia sulphurascens	58959	Coniferiporia sulphurascens	175648
NC_044679.1	1747251884	Schizopora paradoxa	57732	Schizopora paradoxa	27342
NC_044740.1	1747255252	Inonotus obliquus	119110	Inonotus obliquus	167356
NC_045194.1	1778127929	Amanita pseudoporphyria	52733	Amanita pseudoporphyria	67725
NC_045195.1	1778127952	Amanita basii	37341	Amanita basii	1262671
NC_045197.1	1778127996	Amanita brunnescens	62533	Amanita brunnescens	87326
NC_045198.1	1778128020	Amanita inopinata	59691	Amanita inopinata	933333
NC_045199.1	1778128042	Amanita muscaria	62233	Amanita muscaria	41956
NC_045202.1	1778128170	Macrolepiota fuliginosa	59025	Macrolepiota fuliginosa	201230
NC_045203.1	1778128197	Paxillus involutus	39109	Paxillus involutus	71150
NC_045204.1	1778128217	Paxillus rubicundulus	41061	Paxillus rubicundulus	463315
NC_045293.1	1783491500	Russula subnigricans	60949	Russula subnigricans	258989
NC_046499.1	1824668850	Tricholoma bakamatsutake	103090	Tricholoma bakamatsutake	51221
NC_046500.1	1824664776	Tricholoma terreum	80705	Tricholoma terreum	76328
NC_046501.1	1824664809	Tricholoma flavovirens	49480	Tricholoma flavovirens	80606
NC_046502.1	1824668897	Tricholoma saponaceum	94261	Tricholoma saponaceum	113602
NC_047242.1	1834963106	Bipolaris sorokiniana	137775	Bipolaris sorokiniana	45130
NC_047444.1	1834978349	Penicillium citrinum	27537	Penicillium citrinum	5077
NC_049077.1	1863131632	Nemania diffusa	258879	Nemania diffusa	389665
NC_049125.1	1863134264	Omphalotus japonicus	157545	Omphalotus japonicus	72119
NC_050301.1	1904811288	Metschnikowia hamakuensis	43542	Metschnikowia hamakuensis	301365
NC_050302.1	1904805666	Metschnikowia colocasiae	62609	Metschnikowia colocasiae	473035
NC_050303.1	1904805682	Metschnikowia mauinuiana	55476	Metschnikowia mauinuiana	301368
NC_050304.1	1904805705	Metschnikowia arizonensis	187475	Metschnikowia arizonensis	150206
NC_050305.1	1904805720	Metschnikowia cubensis	116310	Metschnikowia cubensis	1323754
NC_050338.1	1904806462	Metschnikowia drakensbergensis	113475	Metschnikowia drakensbergensis	1506548
NC_050339.1	1904806480	Metschnikowia proteae	121495	Metschnikowia proteae	1150643
NC_050340.1	1904806495	Metschnikowia hawaiiensis	51759	Metschnikowia hawaiiensis	27323
NC_050341.1	1904806510	Metschnikowia continentalis	79731	Metschnikowia continentalis	73517
NC_050342.1	1904806525	Metschnikowia dekortorum	79835	Metschnikowia dekortorum	174643
NC_050343.1	1904806541	Metschnikowia agaves	61425	Metschnikowia agaves	56417
NC_050344.1	1904806556	Metschnikowia cerradonensis	92261	Metschnikowia cerradonensis	390697
NC_050374.1	1904808979	Metschnikowia lochheadii	76321	Metschnikowia lochheadii	135832
NC_050376.1	1904809011	Metschnikowia borealis	96587	Metschnikowia borealis	73518
NC_050379.1	1904809057	Metschnikowia santaceciliae	81062	Metschnikowia santaceciliae	197674
NC_050380.1	1904809072	Candida ipomoeae	77864	[Candida] ipomoeae	1807681
NC_050382.1	1904809105	Metschnikowia matae	82136	Metschnikowia matae	1697385
NC_050838.1	1919567991	Metschnikowia amazonensis	132631	Metschnikowia amazonensis	2576851
NC_050839.1	1919568006	Candida torresii	48347	Metschnikowia torresii	45599
NC_050840.1	1919568021	Metschnikowia drosophilae	33514	Metschnikowia drosophilae	135833
NC_050841.1	1919568036	Metschnikowia caudata	24050	Metschnikowia caudata	1506549
NC_050844.1	1919568081	Metschnikowia bowlesiae	93037	Metschnikowia bowlesiae	1699426
NC_050845.1	1919568096	Metschnikowia similis	99200	Metschnikowia similis	473037
NC_050846.1	1919568111	Metschnikowia hibisci	67292	Metschnikowia hibisci	73520
NC_052704.1	1980523730	Rhodotorula toruloides	125937	Rhodotorula toruloides	5286
NC_054201.1	2026152548	Pisolithus microcarpus	43990	Pisolithus microcarpus	178872
NC_054202.1	2026152574	Pisolithus tinctorius	44054	Pisolithus tinctorius	37468
NC_054271.1	2026155750	Trametes versicolor	67318	Trametes versicolor	5325
NC_054272.1	2026155789	Trametes coccinea	99976	Trametes coccinea	158605
NC_054273.1	2026155844	Trichosporon inkin	39466	Trichosporon inkin	82517
NC_054311.1	2026158138	Thelephora aurantiotincta	50672	Thelephora aurantiotincta	654496
NC_056147.1	2055404097	Erysiphe pisi	188623	Erysiphe pisi	36044
NC_056323.1	2055414863	Corynespora cassiicola	40752	Corynespora cassiicola	59586
NC_056336.1	2055415263	Clavaria fumosa	256807	Clavaria fumosa	264083
NC_057071.1	2088245839	Agrocybe aegerita	121484	Cyclocybe aegerita	1973307
NC_057083.1	2088246494	Coprinellus micaceus	65450	Coprinellus micaceus	71717
NC_057095.1	2088247089	Bipolaris oryzae	124887	Bipolaris oryzae	101162
NC_057300.1	2088259677	Gymnopilus junonius	161145	Gymnopilus junonius	109634
NC_057606.1	2091532756	Phanerochaete carnosa	206437	Phanerochaete carnosa	231932
NC_058213.1	2120467473	Saprochaete suaveolens	49739	Magnusiomyces suaveolens	44074
NC_058229.1	2120469150	Saprochaete ingens	41214	Magnusiomyces paraingens	2606893
NC_058596.1	2127861274	Amanita sinensis	69078	Amanita sinensis	67728
NC_058635.1	2127863447	Linnemannia amoeboidea	49702	Linnemannia amoeboidea	743927
NC_058636.1	2127863466	Conidiobolus chlamydosporus	29253	Conidiobolus chlamydosporus	1167813
NC_058637.1	2127863481	Conidiobolus lichenicola	42713	Conidiobolus lichenicola	1167816
NC_058638.1	2127863504	Conidiobolus mycophagus	32218	Conidiobolus mycophagus	1368622
NC_058639.1	2127863524	Conidiobolus polyspermus	32900	Conidiobolus polyspermus	2074866
NC_058640.1	2127863542	Conidiobolus polytocus	43599	Conidiobolus polytocus	1167814
NC_058641.1	2127863558	Conidiobolus taihushanensis	48417	Conidiobolus taihushanensis	2721185
NC_059749.1	2172611998	Auricularia heimuer	209513	Auricularia heimuer	1579977
NC_059893.1	2172619204	Saccharomyces cerevisiae x Saccharomyces paradoxus	78812	Saccharomyces cerevisiae x Saccharomyces paradoxus	595493
NC_060422.1	2192917214	Ganoderma subamboinense	73416	Ganoderma subamboinense	34466
NC_060423.1	2192917263	Ganoderma sichuanense	61315	Ganoderma sichuanense	1173713
NC_060424.1	2192917303	Macalpinomyces bursus	49024	Macalpinomyces bursus	882770
NC_060425.1	2192917331	Peniophora lycii	38296	Peniophora lycii	154539
NC_060461.1	2192919720	Saprochaete fungicola	33027	Magnusiomyces fungicola	1734004
NC_061401.1	2206977729	Polyozellus multiplex	47054	Polyozellus multiplex	281719
NC_061666.1	2214671981	Pulveroboletus ravenelii	43528	Pulveroboletus ravenelii	80668
NC_061970.1	2216737164	Cladosporium anthropophilum	35937	Cladosporium anthropophilum	1970646
NC_062374.1	2222323028	Pleurotus giganteus	102950	Pleurotus giganteus	1156456
NC_062622.1	2228964925	Curvularia clavata	41763	Curvularia clavata	95742
NC_062658.1	2228967941	Ganoderma lingzhi	56044	Ganoderma lingzhi	1233435
NC_062883.1	2231645527	Exserohilum turcicum	264948	Exserohilum turcicum	93612
NC_063082.1	2235261070	Exserohilum rostratum	64620	Exserohilum rostratum	1659837
NC_064341.1	2258688609	Auricularia delicata	189696	Auricularia delicata	160860
NC_064342.1	2258688624	Auricularia villosula	230069	Auricularia villosula	1579976
NC_064402.1	2258691785	Tricholoma lobayense	128592	Macrocybe lobayensis	2950985
NC_064684.1	2273784342	Conidiobolus rhysosporus	46756	Capillidium rhysosporum	181046
NC_067076.1	2314989056	Candida verbasci	37405	Candida verbasci	1227364
NC_071210.1	2440031950	Erysiphe quercicola	190559	Erysiphe quercicola	425177
NC_071825.1	2452627700	Phellinidium ferrugineofuscum	57388	Phellinidium ferrugineofuscum	167367
NC_079660.1	2519763115	Lactarius subindigo	44168	Lactarius subindigo	457120
OK075294.1	2112328844	Cercospora nicotianae	27737	Cercospora nicotianae	29003
OK514652.1	2157138588	Metschnikowia bicuspidata 	75095	Metschnikowia bicuspidata	27322
OQ612670.1	2484204942	Perenniporia fraxinea	115473	Perenniporia fraxinea	1350006
OR004349.1	2522765202	Lanmaoa macrocarpa	38139	Lanmaoa macrocarpa	2528262
NC_005789.1	45239020	Eremothecium gossypii ATCC 10895	23564	Eremothecium gossypii ATCC 10895	284811
NC_009746.1	156494363	Parastagonospora nodorum SN15	49761	Parastagonospora nodorum SN15	321614
NC_010166.1	162951842	Debaryomyces hansenii	29462	Debaryomyces hansenii	4959
NC_012145.1	224588074	Saccharomyces pastorianus Weihenstephan 34/70	70578	Saccharomyces pastorianus Weihenstephan 34/70	520522
NC_013809.1	288900902	Candida viswanathii	39242	Candida viswanathii	5486
NC_013830.1	288903393	Candida maltosa	62949	Candida maltosa	5479
NC_013839.1	288903506	Candida sojae	39415	Candida sojae	52253
NC_014612.1	309322019	[Candida] alai	30368	[Candida] alai	434040
NC_014613.1	309322033	Groenewaldozyma salmanticensis	27812	Groenewaldozyma salmanticensis	49332
NC_015400.1	330339441	Moniliophthora roreri	93722	Moniliophthora roreri	221103
NC_015814.1	339906641	Candida frijolesensis	37215	Candida frijolesensis	434044
NC_016985.1	380508833	Gigaspora rosea	97350	Gigaspora rosea	44941
NC_017016.1	381211955	Aspergillus fumigatus	30696	Aspergillus fumigatus	746128
NC_020353.1	452849704	Microbotryum lychnidis-dioicae	107808	Microbotryum lychnidis-dioicae	288795
NC_020354.1	452849756	Microbotryum cf. violaceum BFL-2013	92107	Microbotryum cf. violaceum BFL-2013	1288119
NC_020368.1	452849885	Cantharellus cibarius	58656	Cantharellus cibarius	36066
NC_022152.1	533206482	Candida saraburiensis	32135	Candida saraburiensis	694444
NC_022153.1	533206501	Candida buenavistaensis	46389	Candida buenavistaensis	434039
NC_022155.1	533206537	Diddensiella santjacobensis	64525	Diddensiella santjacobensis	2704139
NC_022157.1	533206572	Candida tetrigidarum	52426	Candida tetrigidarum	434046
NC_022160.1	533206641	Candida tropicalis	54610	Candida tropicalis	5482
NC_022162.1	533206679	Candida oxycetoniae	62593	Candida oxycetoniae	497107
NC_022163.1	533206705	Cyberlindnera jadinii	41644	Cyberlindnera jadinii	4903
NC_022164.1	533206729	[Candida] vartiovaarae	33201	[Candida] vartiovaarae	51918
NC_022165.1	533206748	Ogataea philodendri	27063	Ogataea philodendri	1378263
NC_022166.1	533206763	Wickerhamomyces pijperi	23268	Wickerhamomyces pijperi	599730
NC_022167.1	533206773	Cyberlindnera suaveolens	51521	Cyberlindnera suaveolens	907738
NC_022168.1	533206803	[Candida] sake	26205	[Candida] sake	39397
NC_022169.1	533206821	Candida theae	26234	Candida theae	1198502
NC_022170.1	533206839	Candida labiduridarum	39443	Candida labiduridarum	434042
NC_022171.1	533206861	Wickerhamomyces mucosus	46416	Wickerhamomyces mucosus	1378264
NC_022173.1	533206914	Candida blackwelliae	32053	Candida blackwelliae	497110
NC_022174.1	533206929	Candida gigantensis	55125	Candida gigantensis	271359
NC_022176.1	533206979	Candida chauliodis	77153	Candida chauliodis	391825
NC_022434.1	545601230	Candida bohioensis	69218	Candida bohioensis	561986
NC_022435.1	545601253	Candida prachuapensis	90840	Candida prachuapensis	536035
NC_024093.1	635155104	Magnusiomyces ingens	37684	Magnusiomyces ingens	44077
NC_024094.1	635155127	Magnusiomyces tetraspermus	44469	Magnusiomyces tetraspermus	1232584
NC_024095.1	635155158	Magnusiomyces capitatus	43486	Magnusiomyces capitatus	1095183
NC_026782.1	803432062	Ganoderma meredithae	78447	Ganoderma meredithae	154344
NC_029396.1	1002162993	Didymella pinodes	55973	Didymella pinodes	749589
NC_030340.1	1037241508	Ilyonectria destructans	42895	Ilyonectria destructans	64609
NC_031184.1	1070111605	Saccharomyces kudriavzevii	72095	Saccharomyces kudriavzevii	114524
NC_033903.1	1150084059	Hericium coralloides	72961	Hericium coralloides	100756
NC_034786.1	1197512721	Bryoria tenuis	84295	Bryoria tenuis	1089818
NC_035636.1	1237408708	Pseudopithomyces chartarum	68926	Pseudopithomyces chartarum	1892770
NC_036103.1	1267174114	[Candida] psychrophila	38445	[Candida] psychrophila	45577
NC_036340.1	1284804789	Rhodotorula mucilaginosa	47023	Rhodotorula mucilaginosa	5537
NC_036417.1	1299049890	Bipolaris cookei	135790	Bipolaris cookei	74410
NC_037198.1	1369122216	Pseudocercospora mori	49363	Pseudocercospora mori	1341201
NC_037239.1	1369124106	Trametes hirsuta	59039	Trametes hirsuta	5327
NC_037703.1	1418575903	Saccharomycodes ludwigii	66725	Saccharomycodes ludwigii	36035
NC_039455.1	1488178351	Malassezia restricta	38720	Malassezia restricta	76775
NC_039747.1	1511245097	Hannaella oryzae	26444	Hannaella oryzae	4979
