AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
MK085997.1	1609443245	Chloropicon sp. 	67005	Chloropicon sp. RCC4434	2565277
MK792749.1	1799633234	Caulerpa serrulata 	177848	Caulerpa serrulata	177068
MK792750.1	1799633313	Caulerpa sertularioides f. longipes 	133626	Caulerpa sertularioides f. longipes	148953
MK995333.1	1760231229	Asterarcys sp. 	111776	Asterarcys sp. GP-2019	2650791
MN128434.1	1768906865	Auxenochlorella pyrenoidosa	107442	Auxenochlorella pyrenoidosa	3078
MN649872.1	1782128387	Micractinium pusillum	115638	Micractinium pusillum	126839
MN699101.1	1831430497	Stigeoclonium sp. 	193940	Stigeoclonium sp. FACHB-2430	2725788
MN701588.1	1832106043	Chaetophora sp.	208126	Chaetophora sp. FACHB-2423	2725789
MN701986.1	1831430457	Chaetophoropsis cf. attenuata contig 2	69191	Chaetophoropsis cf. attenuata FACHB-2291	2725790
MN853875.1	1792260502	Ulva pertusa 	104380	Ulva pertusa	3120
MN853876.1	1792260574	Codium fragile 	83788	Codium fragile	3133
MT364368.1	2112329142	Oedocladium prescottii 	154978	Oedocladium prescottii	337949
MW250871.1	2031445231	Oedogonium dentireticulatum	159341	Oedogonium dentireticulatum	2831089
MW531676.1	2181839309	Ulva laetevirens	110889	Ulva laetevirens	585852
MZ158703.1	2064311657	Ulva intestinalis	99041	Ulva intestinalis	3116
MZ334626.1	2172948447	Trentepohlia sp.	408697	Trentepohlia sp. YN1317	2907467
MZ561475.1	2131194042	Ulva californica 	92126	Ulva californica	83794
NC_000927.1	11467755	Nephroselmis olivacea 	200799	Nephroselmis olivacea	31312
NC_001865.1	7524759	Chlorella vulgaris 	150613	Chlorella vulgaris	3077
NC_005353.1	41179002	Chlamydomonas reinhardtii 	203828	Chlamydomonas reinhardtii	3055
NC_008099.1	108773302	Oltmannsiellopsis viridis 	151933	Oltmannsiellopsis viridis	51324
NC_008101.1	108773031	Acutodesmus obliquus	161452	Tetradesmus obliquus	3088
NC_008114.1	108796875	Pseudendoclonium akinetum 	195867	Tupiella akineta	160070
NC_008289.1	113170411	Ostreococcus tauri 	71666	Ostreococcus tauri	70448
NC_008372.1	115349964	Stigeoclonium helveticum 	223902	Stigeoclonium helveticum	55999
NC_009681.1	153805558	Leptosira terrestris 	195081	Pleurastrum terricola	34116
NC_011031.1	194033264	Oedogonium cardiacum 	196547	Oedogonium cardiacum	55995
NC_012097.1	224179399	Pycnococcus provasolii 	80211	Pycnococcus provasolii	41880
NC_012099.1	224178026	Pyramimonas parkeae 	101605	Pyramimonas parkeae	36894
NC_012101.1	224179468	Monomastix sp.	114528	Monomastix sp. OKE-1	141716
NC_012978.1	254798615	Parachlorella kessleri 	123994	Parachlorella kessleri	3074
NC_013359.1	260780633	Bryopsis hypnoides 	153429	Bryopsis hypnoides	222885
NC_014346.1	304322936	Floydiella terrestris 	521168	Floydiella terrestris	51328
NC_015645.1	336169554	Schizomeris leibleinii 	182759	Schizomeris leibleinii	104533
NC_016732.1	383930345	Dunaliella salina 	269044	Dunaliella salina	3046
NC_016733.1	376403573	Pedinomonas minor 	98340	Pedinomonas minor	3159
NC_020438.1	459314754	Gonium pectorale 	222582	Gonium pectorale	33097
NC_023775.1	595789266	Auxenochlorella protothecoides 	84576	Auxenochlorella protothecoides	3075
NC_023835.1	598324223	Chlorella sorokiniana 	109811	Chlorella sorokiniana	3076
NC_024811.1	684179921	Bathycoccus prasinos 	72700	Bathycoccus prasinos	41875
NC_024828.1	685506308	Picocystis salinarum 	81133	Picocystis salinarum	88271
NC_024829.1	699008379	Nephroselmis astigmatica	125042	Nephroselmis astigmatica	259378
NC_025524.1	745998831	Symbiochloris handae	289394	Symbiochloris handae	1853882
NC_025525.1	723456786	Myrmecia israelensis	146596	Myrmecia israelensis	3171
NC_025526.1	725650623	Watanabea reniformis	201425	Watanabea reniformis	191674
NC_025527.1	723457333	Stichococcus bacillaris 	116952	Stichococcus bacillaris	37433
NC_025528.1	725675941	Chlorella mirabilis	167972	Edaphochlorella mirabilis	3083
NC_025529.1	725650714	Pabia signiensis 	236463	Pseudochlorella signiensis	173497
NC_025530.1	725676030	Pedinomonas tuberculata	126694	Pedinomonas tuberculata	160064
NC_025531.1	746948124	Koliella longiseta	197094	Koliella longiseta	33092
NC_025532.1	725650801	Ettlia pseudoalveolaris	145947	Parietochloris pseudoalveolaris	3102
NC_025533.1	725650896	Lobosphaera incisa	156031	Lobosphaera incisa	312850
NC_025534.1	723483756	Xylochloris irregularis	181542	Xylochloris irregularis	480381
NC_025535.1	723456865	Neocystis brevis	211747	Neocystis brevis	1065496
NC_025536.1	723456950	Koliella corcontica 	117543	Koliella corcontica	155904
NC_025537.1	725650981	Microthamnion kuetzingianum	158609	Microthamnion kuetzingianum	34148
NC_025538.1	725651062	Gloeotilopsis sterilis	132626	Gloeotilopsis sterilis	160069
NC_025539.1	723446927	Choricystis parasitica 	94206	Choricystis parasitica	41300
NC_025540.1	723457039	Paradoxia multiseta	183394	Paradoxia multiseta	249350
NC_025541.1	725651149	Planctonema lauterbornii 	114128	Binuclearia lauterbornii	3087189
NC_025543.1	723456653	Fusochloris perforata	148459	Fusochloris perforata	106203
NC_025544.1	725676124	Geminella minor	129187	Geminella minor	163309
NC_025545.1	723447007	Botryococcus braunii	172826	Botryococcus braunii	38881
NC_025546.1	725651324	Dicloster acuatus	169201	Dicloster acuatus	91190
NC_025547.1	723457419	Pseudochloris wilhelmii 	109775	Pseudochloris wilhelmii	1418016
NC_025548.1	728042252	Elliptochloris bilobata	134677	Elliptochloris bilobata	381761
NC_025549.1	723457130	Marvania geminata	108470	Marvania geminata	97105
NC_026795.1	806636891	Bryopsis plumosa 	106859	Bryopsis plumosa	3130
NC_026796.1	806636979	Tydemania expeditionis	105200	Tydemania expeditionis	325645
NC_028578.1	959124034	Treubaria triappendiculata	179588	Treubaria triappendiculata	1755147
NC_028579.1	959124111	Mychonastes jurisii 	103047	Mychonastes jurisii	797708
NC_028580.1	959124184	Oogamochlamys gigantea	254077	Oogamochlamys gigantea	158507
NC_028581.1	959124266	Jenufa perforata 	198040	Jenufa perforata	993091
NC_028582.1	959124355	Jenufa minuta	206680	Jenufa minuta	993092
NC_028583.1	959124445	Hafniomonas laevis	263327	Hafniomonas laevis	436124
NC_028584.1	959124528	Characiochloris acuminata	197180	Characiochloris acuminata	167768
NC_028585.1	959124602	Carteria cerasiformis	318967	Staurocarteria cerasiformis	69401
NC_028586.1	959124681	Bracteacoccus giganteus 	242897	Bracteacoccus giganteus	50039
NC_028587.1	959124760	Phacotus lenticularis	203369	Phacotus lenticularis	52965
NC_029040.1	971821797	Ulva fasciata 	96005	Ulva fasciata	111617
NC_029669.1	1008861385	Pseudomuriella schumacherensis	220357	Pseudomuriella schumacherensis	889459
NC_029670.1	1008861455	Neochloris aquatica	166767	Neochloris aquatica	3099
NC_029671.1	1008861523	Mychonastes homosphaera	102718	Mychonastes homosphaera	31300
NC_029672.1	1008861593	Chromochloris zofingiensis	188935	Chromochloris zofingiensis	31302
NC_029673.1	1008861871	Chlorotetraedron incus 	193197	Chlorotetraedron incus	162317
NC_029674.1	1008861662	Bracteacoccus minor	192761	Bracteacoccus minor	50037
NC_029675.1	1008861732	Bracteacoccus aerius	165732	Bracteacoccus aerius	50041
NC_029676.1	1008861801	Kirchneriella aperta	207516	Kirchneriella aperta	117505
NC_029735.1	1011057710	Ankyra judayi	157224	Ankyra judayi	52688
NC_030169.1	1030177972	Cymbomonas tetramitiformis  	84524	Cymbomonas tetramitiformis	36881
NC_030220.1	1031917306	Verdigellas peltata 	79444	Verdigellas peltata	542676
NC_030312.1	1037240703	Ulva linza 	86726	Ulva linza	63409
NC_031367.1	1079485890	Derbesia sp. 	115765	Derbesia sp. WEST4838	1847751
NC_031368.1	1079485988	Caulerpa cliftonii	131135	Caulerpa cliftonii	1004391
NC_031510.1	1088473377	Oedocladium carolinianum	204438	Oedocladium carolinianum	55992
NC_032042.1	1111669293	Caulerpa racemosa 	176522	Caulerpa racemosa	76317
NC_032043.1	1111669385	Codium simulans 	91509	Codium simulans	589376
NC_032284.1	1125812079	Lambia antarctica 	104098	Lambia antarctica	101717
NC_033387.1	1133409852	Palmophyllum crassum 	79397	Palmophyllum crassum	1615899
NC_034654.1	1197510150	Pediastrum duplex	232554	Pediastrum duplex	3105
NC_034655.1	1197510262	Hydrodictyon reticulatum	225641	Hydrodictyon reticulatum	3107
NC_034709.1	1197510887	Trichosarcina mucosa	227181	Sarcinofilum mucosum	141643
NC_034710.1	1197510977	Pseudoneochloris marina	134753	Sykidion marinum	44573
NC_034711.1	1197710097	Pseudocharacium americanum	239448	Pseudocharacium americanum	231080
NC_034712.1	1197710196	Ignatius tetrasporus	239387	Ignatius tetrasporus	231078
NC_034713.1	1197511062	Neodangemannia microcystis	166355	Neodangemannia microcystis	173495
NC_034714.1	1197511155	Hazenia capsulata 	189599	Hazenia capsulata	2202518
NC_035823.1	1241929125	Ulva flexuosa 	89414	Ulva flexuosa	83791
NC_036137.1	1269030230	Ulva prolifera 	93066	Ulva prolifera	3117
NC_036668.1	1331211341	Pectinodesmus pectinatus 	196809	Pectinodesmus pectinatus	91197
NC_037363.1	1381384260	Bryopsis sp.	100655	Bryopsis sp. HV04063	1979421
NC_037364.1	1381384373	Chlorodesmis fastigiata 	88592	Chlorodesmis fastigiata	189431
NC_037365.1	1381384480	Rhipilia penicilloides 	105774	Rhipilia penicilloides	1979422
NC_037366.1	1381384598	Codium sp. 'arenicola' 	83933	Codium arenicola	1191365
NC_037367.1	1381384696	Caulerpa manorensis 	140597	Caulerpa manorensis	717648
NC_037479.1	1381391552	Prototheca stagnorum 	48188	Prototheca stagnorum	215448
NC_037480.1	1387181112	Prototheca cutis 	51673	Prototheca cutis	575411
NC_037918.1	1418582969	Lacunastrum gracillimum	187836	Lacunastrum gracillimum	427913
NC_037919.1	1418583054	Pediastrum angulosum	219917	Pediastrum angulosum	271408
NC_037920.1	1418583162	Pseudopediastrum boryanum	206668	Pseudopediastrum boryanum	55410
NC_037921.1	1418583254	Pseudopediastrum integrum	187268	Pseudopediastrum integrum	271402
NC_037922.1	1418583337	Pseudopediastrum sp.	211386	Pseudopediastrum sp. CL0201VA	2184484
NC_037923.1	1418583435	Stauridium tetras	143108	Stauridium tetras	271398
NC_039377.1	1482419433	Caulerpa lentillifera 	119402	Caulerpa lentillifera	148947
NC_039520.1	1509834829	Boodleopsis pusilla	107336	Boodleopsis pusilla	381415
NC_039521.1	1509834938	Boodleopsis sp. 	75962	Boodleopsis sp. H.0758	2320802
NC_039522.1	1509835023	Callipsygma wilsonis	74525	Callipsygma wilsonis	2320807
NC_039523.1	1509835109	Caulerpa verticillata	148111	Caulerpa verticillata	177082
NC_039524.1	1509835249	Codium arabicum 	79309	Codium arabicum	221038
NC_039525.1	1509835338	Pseudocodium devriesii 	94006	Pseudocodium devriesii	453070
NC_039526.1	1509835435	Rhipiliopsis peltata 	114851	Rhipiliopsis peltata	2320810
NC_039527.1	1509835543	Udotea argentea 	91555	Glaukea argentea	2894057
NC_039528.1	1509835638	Udotea flabellum	100743	Udotea flabellum	170437
NC_039766.1	1511246289	Pedobesia claviformis 	75391	Pedobesia claviformis	2364088
NC_042181.1	1642520538	Coelastrella saipanensis 	196140	Coelastrella saipanensis	152631
NC_042182.1	1642520632	Chlorococcum tatrense	242172	Chlorococcum tatrense	915274
NC_042241.1	1642525433	Parallela transversalis	177618	Parallela transversalis	163324
NC_042250.1	1642525901	Chlorosarcinopsis eremi	298847	Chlorosarcinopsis eremi	332213
NC_042251.1	1642525970	Spermatozopsis similis	134869	Spermatozopsis similis	3192
NC_042255.1	1642526297	Ulva lactuca 	95997	Ulva lactuca	63410
NC_042483.1	1678645332	Chloropicon sieburthii	64565	Chloropicon sieburthii	1764286
NC_042484.1	1678645404	Chloropicon laureae 	64740	Chloropicon laureae	464258
NC_042485.1	1678645476	Chloropicon mariensis 	64323	Chloropicon mariensis	1606511
NC_042486.1	1678645548	Chloropicon roscoffensis 	64534	Chloropicon roscoffensis	1461544
NC_042487.1	1678645620	Chloroparvula japonica 	71262	Chloroparvula japonica	1411623
NC_042488.1	1678645689	Chloropicon maureeniae 	64094	Chloropicon maureeniae	1461542
NC_042489.1	1678645761	Chloroparvula pacifica 	69644	Chloroparvula pacifica	1883388
NC_043776.1	1707505678	Trentepohlia odorata 	399372	Trentepohlia odorata	2576626
NC_043860.1	1707511248	Ulva mutabilis 	119866	Ulva mutabilis	498180
NC_044704.1	1747253511	Microrhizoidea pickettheapsiorum	97270	Microrhizoidea pickettheapsiorum	2604950
NC_045839.1	1812100161	Trebouxia sp.	303163	Trebouxia lynnae	1825957
NC_045914.1	1812102410	Caulerpa ashmeadii	135722	Caulerpa ashmeadii	177078
NC_047430.1	1834977159	Uronema confervicola 	182093	Uronema confervicola	764120
NC_047431.1	1834977237	Chaetophoropsis polyrhiza 	214786	Chaetophoropsis polyrhiza	2079440
NC_047440.1	1834978037	Aphanochaete elegans 	150157	Aphanochaete elegans	764105
NC_047441.1	1834978106	Aphanochaete confervicola 	157920	Aphanochaete confervicola	764104
NC_050739.1	1919560053	Ulva compressa 	96808	Ulva compressa	63659
NC_053611.1	2017997492	Ulva australis 	109820	Ulva australis	111616
NC_053612.1	2017997555	Ulva fenestrata 	94654	Ulva fenestrata	83795
NC_053613.1	2017997621	Ulva gigantea	117606	Ulva gigantea	523338
NC_053614.1	2017997689	Ulva lacinulata	103444	Ulva lacinulata	2806530
NC_053615.1	2017997756	Ulva sp.	96673	Ulva sp. A AF-2021	2847172
NC_053616.1	2017997823	Ulva rigida	118206	Ulva rigida	75689
NC_054284.1	2026156407	Blidingia minima 	170702	Blidingia minima	63414
NC_059722.1	2172609813	Nephroselmis pyriformis	111026	Nephroselmis pyriformis	156128
NC_060531.1	2192923665	Cephaleuros virescens	314936	Cephaleuros virescens	173371
NC_060532.1	2192923729	Cephaleuros tumidae-setae	282795	Trentepohlia sp. BN17	3063876
NC_060533.1	2192923794	Cephaleuros parasiticus	266729	Cephaleuros parasiticus	173370
NC_060534.1	2192923902	Cephaleuros karstenii	371192	Cephaleuros karstenii	1985640
NC_065377.1	2281558632	Halimeda opuntia 	106249	Halimeda opuntia	118223
NC_065389.1	2281559714	Symbiochloris sp.	158961	Symbiochloris sp. SG-2018	2126034
NC_065695.1	2289397876	Tetraselmis marina 	96151	Tetraselmis marina	41888
NC_066651.1	2312613210	Desmodesmus abundans	155193	Desmodesmus abundans	77547
NC_066823.1	2312623667	Gormaniella terricola 	428981	Gormaniella terricola	2904618
NC_066970.1	2314983048	Caulerpa taxifolia 	143328	Caulerpa taxifolia	76313
NC_067041.1	2314987506	Tetraselmis suecica 	92103	Tetraselmis suecica	270643
NC_067776.1	2328361514	Ulva tepida 	94449	Ulva tepida	1451047
NC_067777.1	2328361592	Ulva torta 	112034	Ulva torta	932731
NC_068256.1	2328387997	Monoraphidium dybowskii	173562	Monoraphidium dybowskii	81818
NC_068582.1	2386955046	Coelastrum microporum 	169961	Coelastrum microporum	55409
NC_068623.1	2386956196	Chlamydomonas chlamydogama	198355	Chlamydomonas chlamydogama	225041
NC_068624.1	2386956266	Hyalomonas oviformis	131935	Hyalomonas oviformis	40531
NC_069043.1	2414553577	Edaphochlamys debaryana 	227455	Edaphochlamys debaryana	47281
NC_071969.1	2452634266	Micractinium simplicissimum 	123552	Micractinium simplicissimum	2607983
NC_072900.1	2473928268	Phyllosiphon coccidium	152197	Phyllosiphon coccidium	1837062
NC_072901.1	2473928347	Kalinella pachyderma 	273947	Kalinella pachyderma	2704665
NC_072902.1	2473928430	Massjukichlorella minus 	240832	Massjukichlorella minus	2650457
NC_072903.1	2473928520	Calidiella yingdensis	132956	Calidiella yingdensis	3031288
NC_072904.1	2473928601	Watanabea sichuanensis	208433	Watanabea sichuanensis	2704660
NC_072905.1	2473928686	Polulichloris maxima	165748	Polulichloris maxima	2704661
NC_072923.1	2473930056	Gayralia brasiliensis 	237223	Gayralia brasiliensis	1286870
NC_072924.1	2473930131	Monostroma nitidum 	237223	Monostroma nitidum	138667
OK189528.1	2306645550	Ostreobium quekettii	87754	Ostreobium quekettii	121088
OK569791.1	2175794152	Chlorella desiccata (nom. nud.) 	93001	Nannochloris sp. 'desiccata'	1650286
ON986219.1	2450595352	Chloroidium sp.	239655	Chloroidium sp. KL-2023a	3031248
OP448669.1	2441075444	Chlorococcum sp.	199570	Chlorococcum sp. KSF0227	2978530
OP597709.1	2324954098	Chlorogonium euchlorum  contig 2	87782	Chlorogonium euchlorum	52028
OP597710.1	2324954120	Chlorogonium euchlorum contig 3	175307	Chlorogonium euchlorum	52028
OP765320.1	2445342045	Chlorolobion braunii 	154006	Chlorolobion braunii	34112
OP985132.1	2484232332	Ulva aragoensis	87172	Ulva aragoensis	1872694
OP985133.1	2484232406	Ulva meridionalis	122172	Ulva meridionalis	434723
OQ349515.1	2459363339	Ostreobium sp. 	84848	Ostreobium sp. TRHA14-720	3034933
NC_008100.1	108773396	Helicosporidium sp. ex Simulium jonesi	37454	Helicosporidium sp. ex Simulium jonesi	145475
NC_012575.1	226968641	Micromonas commoda	72585	Micromonas commoda	296587
NC_015084.1	323149147	Coccomyxa subellipsoidea C-169	175731	Coccomyxa subellipsoidea C-169	574566
NC_015359.1	331268093	Chlorella variabilis	124579	Chlorella variabilis	554065
NC_018569.1	409052464	Trebouxiophyceae sp. MX-AZ01	149707	Trebouxiophyceae sp. MX-AZ01	1208065
NC_021109.1	484759769	Pleodorina starrii	269857	Pleodorina starrii	330485
NC_029807.1	1016470590	Scherffelia dubia	137161	Scherffelia dubia	3190
NC_030629.1	1075059554	Ostreobium quekettii	81997	Ostreobium quekettii	121088
NC_032109.1	1115242149	Chlamydomonas leiostraca	167394	Chlamydomonas leiostraca	1034604
NC_036805.1	1340296731	Chlorella heliozoae	124353	Chlorella heliozoae	554066
NC_036806.1	1340296810	Micractinium conductrix	129436	Micractinium conductrix	554055
NC_037450.1	1381389501	Prototheca ciferrii	28698	Prototheca ciferrii	1973153
NC_039754.1	1511245571	Yamagishiella unicocca	300175	Yamagishiella unicocca	51707
NC_039755.1	1511245640	Volvox africanus	245738	Volvox africanus	51714
NC_039920.1	1526689644	Capsosiphon fulvescens	111561	Capsosiphon fulvescens	205396
NC_045059.1	1770690723	Prototheca bovis	28638	Prototheca bovis	2509265
NC_045893.1	1812101889	Colemanosphaera angeleri	192954	Colemanosphaera angeleri	1454018
NC_054192.1	2026800683	Prototheca wickerhamii	47997	Prototheca wickerhamii	3111
NC_063675.1	2248507362	Leontynka pallida	362307	Leontynka pallida	2912034
NC_084269.1	2627911945	Hydrocytium acuminatum	450749	Hydrocytium acuminatum	1745963
NC_086752.1	2692951576	Tetradesmus reginae	174511	Tetradesmus reginae	113534
NC_086753.1	2692951646	Tetradesmus distendus	167631	Tetradesmus distendus	113531
NC_086754.1	2692951716	Tetradesmus dimorphus	196309	Tetradesmus dimorphus	119574
NC_086755.1	2692951786	Tetradesmus bajacalifornicus	156181	Tetradesmus bajacalifornicus	269609
NC_086756.1	2692951856	Tetradesmus arenicola	151685	Tetradesmus arenicola	2291721
NC_086797.1	2692953629	Ulva taeniata	100923	Ulva taeniata	83797
NC_086808.1	2692953985	Ulva dactylifera	93205	Ulva dactylifera	3082791
NC_086863.1	2692956596	Cephaleuros lagerheimii	480613	Cephaleuros lagerheimii	2738443
NC_086864.1	2692956661	Cephaleuros diffusus	383846	Cephaleuros diffusus	1519597
NC_086904.1	2692959576	Prototheca blaschkeae	46249	Prototheca blaschkeae	328666
NC_086905.1	2692959606	Prototheca cerasi	28412	Prototheca cerasi	2509258
NC_086906.1	2692959626	Prototheca cookei	28282	Prototheca cookei	2509259
NC_086907.1	2692959646	Prototheca fontanea	46196	Prototheca fontanea	2836215
NC_086908.1	2692959681	Prototheca lentecrescens	53163	Prototheca lentecrescens	2836214
NC_086909.1	2692959722	Prototheca miyajii	53237	Prototheca miyajii	2034260
NC_086910.1	2692959763	Prototheca moriformis	38525	Prototheca moriformis	183676
NC_086911.1	2692959786	Prototheca paracutis	51694	Prototheca paracutis	2034905
NC_086912.1	2692959827	Prototheca pringsheimii	28370	Prototheca pringsheimii	2509260
NC_086913.1	2692959847	Prototheca tumulicola	49137	Prototheca tumulicola	1737639
NC_086914.1	2692959874	Prototheca vistulensis	28516	Prototheca vistulensis	2689584
