AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
KM678406.1	751247819	Araucaria muelleri	146477	Araucaria muelleri	56996
KM678408.1	751247982	Araucaria luxurians	146729	Araucaria luxurians	60861
KM678411.1	751248229	Araucaria rulei 	146610	Araucaria rulei	60865
KM678412.1	751248312	Araucaria scopulorum	146794	Araucaria scopulorum	60867
KM678413.1	751248392	Araucaria columnaris	146480	Araucaria columnaris	60858
KM678418.1	751248804	Araucaria biramulata	146728	Araucaria biramulata	60857
KM678420.1	751248970	Araucaria subulata	146810	Araucaria subulata	60868
KM678422.1	751249133	Araucaria montana	146764	Araucaria montana	60862
KM678424.1	751249299	Araucaria schmidii 	146697	Araucaria schmidii	60866
KM678427.1	751249544	Araucaria humboldtensis	146892	Araucaria humboldtensis	60859
KM678428.1	751249627	Araucaria bernieri	146545	Araucaria bernieri	60856
KM678429.1	751249708	Araucaria nemorosa	146763	Araucaria nemorosa	60864
KM678430.1	751249791	Araucaria laubenfelsii	146774	Araucaria laubenfelsii	60860
KM817788.2	1104323252	Helminthostachys zeylanica 	145120	Helminthostachys zeylanica	41913
KM817789.2	1104323250	Botrychium sp. ternatum/japonicum 	139127	Botrychium sp. ternatum/japonicum	2563973
KM885985.1	782493115	Corymbia citriodora subsp. variegata 	160146	Corymbia citriodora subsp. variegata	360336
KP015029.1	808177114	Corymbia citriodora subsp. citriodora	159995	Corymbia citriodora subsp. citriodora	360337
KP016927.1	770603950	Ilex dumosa	157732	Ilex dumosa	53202
KP294521.1	770591238	Vassobia dichotoma 	157142	Vassobia dichotoma	362379
KP299293.1	820957678	Cynara cardunculus var. scolymus	152585	Cynara cardunculus var. scolymus	59895
KP404630.1	827346421	Fagopyrum cymosum	160446	Fagopyrum cymosum	62329
KP718628.1	833204462	Scrophularia takesimensis	152436	Scrophularia takesimensis	692148
KP760073.1	808178423	Prunus serrulata var. spontanea	157882	Prunus jamasakura	97325
KP760075.1	808178593	Prunus subhirtella var. subhirtella	157833	Prunus subhirtella var. subhirtella	140660
KP842705.1	887513891	Cynara cardunculus var. altilis	152511	Cynara cardunculus var. altilis	341669
KP842721.1	887515299	Cynara cardunculus var. sylvestris 	152528	Cynara cardunculus var. sylvestris	293376
KP966116.1	893641069	Zea mays subsp. Mays	140534	Zea mays subsp. mays	381124
KR014245.1	913021812	Cinnamomum micranthum f. kanehirae	152700	Cinnamomum micranthum f. kanehirae	337451
KR078311.1	926657930	Capsicum annuum var. glabriusculum 	156817	Capsicum annuum var. glabriusculum	165789
KR078313.1	926658104	Capsicum annuum var. annuum 	156878	Capsicum annuum var. annuum	40321
KR184827.1	873820236	Cannabis sativa subsp. Sativa	153848	Cannabis sativa subsp. sativa	1678924
KR230391.1	932252312	Beta vulgaris subsp. Vulgaris	149722	Beta vulgaris subsp. vulgaris	3555
KR232566.1	827345129	Salvia rosmarinus 	152462	Salvia rosmarinus	39367
KR233156.1	844169177	Brassica oleracea var. capitata	153366	Brassica oleracea var. capitata	3716
KR296655.1	827505230	Alocasia macrorrhizos 	154995	Alocasia macrorrhizos	4456
KR296789.1	937180881	Astragalus mongholicus var. nakaianus 	123633	Astragalus mongholicus var. nakaianus	1235665
KR476377.1	940375985	Gnetum gnemon 	115050	Gnetum gnemon	3382
KR478645.1	924443802	Heuchera parviflora var. saurensis	154696	Heuchera parviflora var. saurensis	1708480
KR822685.1	954003037	Echinochloa crus-galli var. crus-galli 	139860	Echinochloa crus-galli var. crus-galli	338575
KR822686.1	954003160	Echinochloa crus-galli var. praticola 	139846	Echinochloa crus-galli var. praticola	338576
KT159969.1	917546429	Gentiana robusta 	148911	Gentiana robusta	374096
KT220685.1	1010923520	Perilla frutescens var. acuta	152588	Perilla frutescens var. acuta	279737
KT220686.1	1010923609	Perilla frutescens f. crispidiscolor	152598	Perilla frutescens f. crispidiscolor	1812033
KT220687.1	1010923698	Perilla frutescens var. crispa	152598	Perilla frutescens var. crispa	179837
KT220689.1	1010923876	Perilla frutescens var. frutescens	152598	Perilla frutescens var. frutescens	151328
KT373815.1	963040129	Merostachys sp.	136334	Merostachys sp. Greco 18	1769196
KT387722.1	937957809	Orobanche cernua var. cumana 	89851	Orobanche cernua var. cumana	78542
KT726907.1	1031499879	Vanda falcata	146497	Vanda falcata	78812
KT727929.1	1031502620	Silene wilfordii 	152320	Silene wilfordii	1850527
KT748629.1	998437709	Heptapleurum heptaphyllum 	156685	Heptapleurum heptaphyllum	327218
KT820664.1	1071035070	Aconitum barbatum var. hispidum	156782	Aconitum barbatum var. hispidum	1905019
KT820669.1	1071035416	Aconitum jaluense subsp. Jaluense	155926	Aconitum jaluense subsp. jaluense	1905020
KT820670.1	1071035502	Aconitum japonicum subsp. Napiforme	155878	Aconitum japonicum subsp. napiforme	1905021
KT831767.1	953515678	Ampelopsis glandulosa var. brevipedunculata 	161090	Ampelopsis glandulosa var. brevipedunculata	178805
KT834974.1	977902929	Abies nephrolepis 	121336	Abies nephrolepis	97171
KT964698.1	1035438865	Aconitum barbatum var. puberulum 	156767	Aconitum barbatum var. puberulum	1045223
KU140669.1	1040154179	Hydrangea serrata f. fertilis 	157730	Hydrangea serrata f. fertilis	859267
KU170142.1	999812227	Pachycladon fastigiatum 	154492	Pachycladon fastigiatum	106774
KU212370.1	1049087257	Phelipanche aegyptiaca 	60947	Phelipanche aegyptiaca	99112
KU291447.1	1044635976	Zea nicaraguensis 	140465	Zea nicaraguensis	1293079
KU291476.1	1040155508	Setaria geminata	139142	Setaria geminata	2057701
KU291494.1	1040157228	Chasmanthium laxum subsp. Sessiliflorum	140892	Chasmanthium laxum subsp. sessiliflorum	40584
KU291497.1	1040157518	Diheteropogon amplectens var. catangensis	139700	Diheteropogon amplectens var. catangensis	1867301
KU295560.1	1005883087	Helianthus petiolaris subsp. fallax 	150906	Helianthus petiolaris subsp. fallax	74150
KU306406.1	1024392196	Helianthus annuus subsp. texanus 	150769	Helianthus annuus subsp. texanus	1312900
KU310932.1	1004170727	Trompettia cardenasiana 	156510	Trompettia cardenasiana	362354
KU311000.1	1008808047	Eriolarynx australis 	156996	Eriolarynx australis	362352
KU311707.1	1026356052	Iochroma albianthum	157229	Iochroma albianthum	1836655
KU382355.1	1041926988	Quercus edithiae 	160988	Quercus edithiae	1815914
KU551270.1	1044639880	Neottia fugongensis	156536	Neottia fugongensis	1874639
KU556690.1	1049740970	Aconitum volubile	155872	Aconitum volubile	85361
KU569489.1	1049741607	Mezoneuron cucullatum 	158357	Mezoneuron cucullatum	1387641
KU569490.1	1049741691	Maesa montana 	157185	Maesa montana	1885598
KU695536.1	1074805378	Clermontia samuelii subsp. Hanaensis	163263	Clermontia samuelii subsp. hanaensis	1269170
KU726550.2	1020267063	Bienertia sinuspersici 	153472	Bienertia sinuspersici	338654
KU726827.1	1151119605	Lupinus atlanticus 	152272	Lupinus atlanticus	53218
KU726828.1	1151119689	Lupinus micranthus 	151808	Lupinus micranthus	53230
KU726829.1	1151119773	Lupinus princei 	152243	Lupinus princei	53239
KU729878.1	1092182193	Cajanus scarabaeoides 	152201	Cajanus scarabaeoides	669084
KU743927.1	1080112152	Cycas debaoensis	162094	Cycas debaoensis	470941
KU764518.1	1078191322	Actinostachys pennula 	134946	Actinostachys pennula	148577
KU852492.1	1027888915	Cornus controversa	158674	Cornus controversa	60118
KU921430.2	1368116502	Chuanminshen violaceum 	154530	Chuanminshen violaceum	512745
KU949006.1	1092904063	Murraya caloxylon 	159969	Murraya caloxylon	159055
KX008604.2	1102838144	Hagenia abyssinica 	154961	Hagenia abyssinica	57921
KX029327.1	1031877143	Glycine soja var. gracilis 	152218	Glycine soja var. gracilis	1177209
KX063856.1	1177809674	Linochilus alveolatus	152265	Linochilus alveolatus	587499
KX063862.1	1177810190	Linochilus cinerascens	152169	Linochilus cinerascens	1716006
KX063869.1	1177810791	Baccharis aliena	152252	Baccharis aliena	2707368
KX063872.1	1177811049	Linochilus floribundus	151768	Linochilus floribundus	587507
KX063875.1	1177811307	Linochilus tenuifolius	151911	Linochilus tenuifolius	587524
KX063876.1	1177811393	Linochilus colombianus	152314	Linochilus colombianus	587504
KX063878.1	1177811565	Linochilus revolutus	151823	Linochilus revolutus	587517
KX063882.1	1177811909	Linochilus rupestris	152027	Linochilus rupestris	2841757
KX063885.1	1177812167	Linochilus rhododendroides	152289	Linochilus rhododendroides	1716032
KX063890.1	1177812597	Linochilus rhomboidalis	152317	Linochilus rhomboidalis	587518
KX063891.1	1177812683	Linochilus violaceus	151387	Linochilus violaceus	1716037
KX063895.1	1177813027	Linochilus phylicoides	152172	Linochilus phylicoides	587516
KX063896.1	1177813113	Linochilus eriophorus	151802	Linochilus eriophorus	1716011
KX063897.1	1177813199	Linochilus glutinosus	152229	Linochilus glutinosus	1716013
KX063898.1	1177813285	Linochilus antioquensis	152027	Linochilus antioquensis	1716000
KX063900.1	1177813457	Linochilus lacunosus	152247	Linochilus lacunosus	587514
KX063901.1	1177813543	Linochilus costaricensis	152048	Linochilus costaricensis	1716008
KX063906.1	1177813973	Linochilus oblongifolius	152282	Linochilus oblongifolius	1716028
KX063911.1	1177814403	Linochilus romeroi	152275	Linochilus romeroi	587519
KX063912.1	1177814489	Linochilus cayambensis	151206	Linochilus cayambensis	587503
KX063913.1	1177814575	Linochilus juajibioyi	152282	Linochilus juajibioyi	1716022
KX063914.1	1177814661	Linochilus venezuelensis	152173	Linochilus venezuelensis	587525
KX063915.1	1177814747	Linochilus huertasii	151684	Linochilus huertasii	1716019
KX063920.1	1177815177	Linochilus obtusus	152179	Linochilus obtusus	1716029
KX063922.1	1177815349	Linochilus tachirensis	152197	Linochilus tachirensis	1716036
KX063926.1	1177815693	Linochilus schultzii	152252	Linochilus schultzii	587521
KX063927.1	1177815779	Linochilus frontinensis	152365	Linochilus frontinensis	1716012
KX063928.1	1177815865	Linochilus jaramilloi	151879	Linochilus jaramilloi	587513
KX063929.1	1177815951	Linochilus mutiscuanus	152282	Linochilus mutiscuanus	1716026
KX063930.1	1177816037	Linochilus inesianus	152328	Linochilus inesianus	587512
KX063931.1	1177816123	Linochilus heterophyllus	152223	Linochilus heterophyllus	587511
KX063933.1	1177816295	Linochilus camargoanus	152249	Linochilus camargoanus	1716005
KX063934.1	1177816381	Linochilus jenesanus	150924	Linochilus jenesanus	1716021
KX063937.1	1177816638	Linochilus coriaceus	152290	Linochilus coriaceus	1716007
KX063939.1	1177816810	Linochilus rosmarinifolius	152216	Linochilus rosmarinifolius	587520
KX063943.1	1177817154	Linochilus apiculatus	152277	Linochilus apiculatus	1716001
KX063945.1	1177817326	Linochilus ochraceus	151555	Linochilus ochraceus	587515
KX096882.1	1064842673	Gentiana lawrencei var. farreri 	138750	Gentiana lawrencei var. farreri	156521
KX118607.1	1034702966	Oenothera picensis subsp. picensis	167092	Oenothera picensis subsp. picensis	3947
KX180057.1	1035519235	Couepia paraensis subsp. cerradoana 	162063	Couepia paraensis subsp. cerradoana	1856780
KX180075.1	1035520745	Hymenopus glabriflorus 	162769	Hymenopus glabriflorus	1186147
KX180076.1	1035520829	Hymenopus macrophyllus 	162672	Hymenopus macrophyllus	1272982
KX180079.1	1035521081	Geobalanus oblongifolius 	162552	Geobalanus oblongifolius	163927
KX180081.1	1035521249	Moquilea minutiflora 	162318	Moquilea minutiflora	597315
KX180083.1	1035521417	Moquilea tomentosa 	162547	Moquilea tomentosa	22987
KX255662.1	1037235693	Astragalus membranaceus var. membranaceus 	123623	Astragalus membranaceus var. membranaceus	1862641
KX255674.1	1037235859	Pinus dabeshanensis	117058	Pinus dabeshanensis	548568
KX289887.1	1112920523	Acca sellowiana 	159370	Feijoa sellowiana	260130
KX342847.1	1114665633	Sinalliaria limprichtiana var. grandifolia 	153964	Sinalliaria limprichtiana var. grandifolia	2069296
KX345299.1	1063152718	Clematoclethra scandens subsp. hemsleyi 	156731	Clematoclethra scandens subsp. hemsleyi	1898425
KX418656.2	1389618144	Dryopteris fragrans 	151978	Dryopteris fragrans	239565
KX426466.1	1043661682	Ilex szechwanensis	157822	Ilex szechwanensis	1872703
KX426468.1	1043661874	Ilex polyneura	157621	Ilex polyneura	1043422
KX426470.1	1043662066	Ilex delavayi	157671	Ilex delavayi	1872702
KX426471.1	1043662162	Ilex wilsonii	157918	Ilex wilsonii	185562
KX499862.1	1229406076	Eriolobus florentinus	159712	Eriolobus florentinus	106552
KX499863.1	1229406160	Macromeles tschonoskii	160053	Macromeles tschonoskii	106571
KX545461.1	1134378505	Raphanus sativus var. raphanistroides	153444	Raphanus sativus var. raphanistroides	282304
KX631429.1	1194689685	Triticum aestivum subsp. tibeticum 	135897	Triticum aestivum subsp. tibeticum	231718
KX639503.1	1080112271	Ranunculus austro-oreganus 	154493	Ranunculus austro-oreganus	1905279
KX648359.1	1072897721	Torricellia angulata	151336	Torricellia angulata	1905278
KX703001.1	1150311553	Carya sinensis	160195	Carya sinensis	139926
KX756179.1	1074804966	Cenchrus americanus 	138172	Cenchrus americanus	4543
KX756547.1	1127775084	Orychophragmus zhongtiaoshanus 	153440	Orychophragmus zhongtiaoshanus	1931380
KX756549.1	1127775256	Orychophragmus longisiliquus 	153365	Orychophragmus longisiliquus	1931379
KX790360.1	1239291862	Aphyllanthes monspeliensis	157009	Aphyllanthes monspeliensis	59052
KX792500.2	1559905670	Nassella trichotoma 	137568	Nassella trichotoma	203478
KX792501.2	1558143112	Solanum elaeagnifolium 	155049	Solanum elaeagnifolium	115664
KX826833.1	1095467137	Chaetogastra longifolia	156789	Chaetogastra longifolia	113480
KX832621.1	1143271923	Calocedrus macrolepis 	127157	Calocedrus macrolepis	103965
KX832622.1	1143272007	Chamaecyparis lawsoniana 	127064	Chamaecyparis lawsoniana	58030
KX832624.1	1143272175	Hesperocyparis glabra 	127064	Hesperocyparis glabra	48929
KX832625.1	1143272258	Juniperus formosana 	128073	Juniperus formosana	453927
KX832626.1	1143272342	Platycladus orientalis 	127113	Platycladus orientalis	58046
KX832627.1	1143272426	Thuja standishii 	130505	Thuja standishii	89194
KX832628.1	1143272509	Thujopsis dolabrata 	128291	Thujopsis dolabrata	13727
KX832629.1	1143272593	Callitropsis vietnamensis 	127479	Callitropsis vietnamensis	257623
KX852439.2	1205267771	Dickinsia hydrocotyloides 	161240	Dichrostachys cinerea	196665
KX880508.1	1190751783	Larix potaninii var. chinensis 	122492	Larix potaninii var. chinensis	154025
KX904873.1	1150881910	Nyssa sinensis 	156672	Nyssa sinensis	561372
KX931455.1	1115584347	Echeandia sp.	154356	Echeandia sp. Steele 1101	1133553
KY025562.1	1149009743	Utricularia foliosa 	150851	Utricularia foliosa	1896641
KY045817.1	1153535841	Pityopsis falcata	152447	Pityopsis falcata	681117
KY075853.1	1177818041	Aglaomorpha fortunei 	154305	Aglaomorpha fortunei	872542
KY100264.1	1270115621	Vachellia nilotica subsp. tomentosa	165585	Vachellia nilotica subsp. tomentosa	299826
KY100265.1	1270115704	Vachellia tortilis subsp. raddiana	164974	Vachellia tortilis subsp. raddiana	1095369
KY126307.1	1199744146	Agropyron cristatum	135554	Agropyron cristatum	4593
KY126841.1	1180566915	Arabis stelleri subsp. japonica 	153683	Arabis stelleri subsp. japonica	1594473
KY235373.1	1273063674	Primula matthioli subsp. pekinensis 	152239	Primula matthioli subsp. pekinensis	2047783
KY244083.1	1120869409	Ulmus davidiana var. japonica 	159411	Ulmus davidiana var. japonica	1510014
KY354041.1	1253214185	Kuhlhasseltia nakaiana 	147614	Odontochilus nakaianus	1127260
KY392760.1	1252264225	Campomanesia xanthocarpa 	158131	Campomanesia xanthocarpa	1365876
KY392761.1	1252264308	Eugenia uniflora 	158680	Eugenia uniflora	119951
KY404932.1	1261343775	Araucaria angustifolia 	145558	Araucaria angustifolia	56992
KY427329.1	1236178171	Ampelopteris prolifera 	151772	Ampelopteris prolifera	1132527
KY427355.1	1236180477	Pseudophegopteris aurita 	149917	Phegopteris aurita	173912
KY457242.1	1142819785	Torminalis glaberrima 	160390	Torminalis glaberrima	2914000
KY596136.1	1196591366	Sorghum mekongense 	140765	Sorghum mekongense	2003515
KY596143.1	1196591953	Pseudopogonatherum contortum 	140738	Pseudopogonatherum contortum	798269
KY596180.1	1196595057	Diectomis fastigiata 	138846	Diectomis fastigiata	330559
KY609860.1	1277976055	Huperzia serrata f. longipetiolata 	154415	Huperzia serrata f. longipetiolata	384043
KY612322.1	1205200427	Pomatosace filicula	151277	Pomatosace filicula	175039
KY626040.1	1150563370	Camellia huana	156903	Camellia huana	147917
KY626042.1	1150563547	Camellia luteoflora	157166	Camellia luteoflora	1454366
KY652265.1	1274810119	Prangos fedtschenkoi 	153626	Prangos fedtschenkoi	1585701
KY652266.1	1330647965	Prangos lipskyi 	154143	Prangos lipskyi	1585705
KY702721.1	1220104851	Aneura pinguis	121105	Aneura pinguis	39026
KY748298.1	1219876640	Lilium primulinum var. ochraceum 	152306	Lilium primulinum var. ochraceum	859540
KY861053.1	2098054798	Primula florindae 	154481	Primula florindae	166116
KY861055.1	2098055038	Primula alpicola 	154315	Primula alpicola	184991
KY863504.1	1390379551	Pilularia americana 	153076	Pilularia americana	39634
KY872756.1	1269639867	Styphnolobium japonicum f. violaceum 	158837	Styphnolobium japonicum f. violaceum	2048656
KY883663.1	1351317215	Crambe hispanica subsp. abyssinica 	153771	Crambe hispanica subsp. abyssinica	3721
KY926621.1	1198277921	Berchemiella wilsonii var. wilsonii 	160333	Berchemiella wilsonii var. wilsonii	2004709
KY940274.1	1386811028	Sphagneticola trilobata 	151939	Sphagneticola trilobata	53737
LC005977.1	727346454	Triticum monococcum subsp. monococcum 	136886	Triticum monococcum subsp. monococcum	408188
LC035012.1	928189873	Marchantia paleacea subsp. diptera 	121088	Marchantia paleacea subsp. diptera	93925
LC199503.1	1273480549	Neuwiedia zollingeri var. singapureana 	161068	Neuwiedia zollingeri var. singapureana	1088843
LC228570.1	1253992579	Larix gmelinii var. japonica	122598	Larix gmelinii var. japonica	167560
LC331062.1	1566196689	Dendrobium kingianum 	153122	Dendrobium kingianum	78745
LC361349.1	1361864969	Arabis hirsuta var. nipponica	153668	Arabis hirsuta var. nipponica	1282094
LC372826.1	1350872127	Triticum macha var. megrelicum	135899	Triticum macha var. megrelicum	2100578
LC375535.1	1369098170	Triticum carthlicum var. fuliginosum	135897	Triticum carthlicum var. fuliginosum	2126387
LC375536.1	1369098265	Triticum macha var. colchicum	135899	Triticum macha var. colchicum	2126388
LC376795.1	1372144975	Triticum carthlicum var. rubiginosum	135898	Triticum carthlicum var. rubiginosum	2137671
LC490676.1	2186798463	Dendrobium crystallinum	152879	Dendrobium crystallinum	50283
LC490679.1	2186798736	Dendrobium lituiflorum	151232	Dendrobium lituiflorum	154294
LC495478.1	1737725651	Vitis vinifera subsp. sylvestris	160929	Vitis vinifera subsp. sylvestris	755351
LC498826.1	2033866717	Bulbophyllum disciflorum 	148554	Bulbophyllum disciflorum	1679711
LC500592.1	2215554838	Dendrobium hancockii	151688	Dendrobium hancockii	178741
LC500903.1	1751370372	Eutrema japonicum	153604	Eutrema japonicum	75806
LC500907.1	1751370617	Eutrema tenue	153875	Eutrema tenue	347892
LC509036.1	2128328652	Abies sachalinensis 	121337	Abies sachalinensis	78264
LC521967.1	1817956204	Vaccinium bracteatum	174404	Vaccinium bracteatum	276782
LC521968.1	1817956284	Vaccinium uliginosum	173356	Vaccinium uliginosum	190548
LC521969.1	1817956364	Vaccinium vitis-idaea	173967	Vaccinium vitis-idaea	180772
LC522136.1	1820243528	Elaeagnus multiflora	152267	Elaeagnus multiflora	99570
LC522506.1	1820243690	Elaeagnus umbellata	152261	Elaeagnus umbellata	43233
LC529352.1	1941620589	Chamaecyparis obtusa var. formosana	127584	Chamaecyparis obtusa var. formosana	187462
LC529360.1	1941621447	Chamaecyparis obtusa var. obtusa	127612	Chamaecyparis obtusa var. obtusa	257617
LC554221.1	1898707718	Canavalia rosea	158059	Canavalia rosea	3825
LC556091.1	2214702774	Bulbophyllum affine 	148230	Bulbophyllum affine	436789
LC556092.1	2214702847	Bulbophyllum pectinatum 	147169	Bulbophyllum pectinatum	1463551
LC556093.1	2214702920	Bulbophyllum funingense 	147464	Bulbophyllum funingense	2744557
LC571741.1	1941613265	Cunninghamia lanceolata var. konishii	135188	Cunninghamia lanceolata var. konishii	66170
LC574972.1	1894802475	Larix kaempferi	122409	Larix kaempferi	54800
LC579430.1	2030183732	Oxystophyllum changjiangense	149081	Oxystophyllum changjiangense	1354208
LC590825.1	1933067577	Schizostachyum dumetorum var. xinwuense	139230	Schizostachyum dumetorum var. xinwuense	338528
LC590826.1	1933067653	Phyllostachys nidularia f. farcta	139706	Phyllostachys nidularia f. farcta	941475
LC595632.1	1938229120	Stauntonia hexaphylla	158390	Stauntonia hexaphylla	41788
LC609625.1	2046371957	Musa x chiliocarpa 	170959	Musa x chiliocarpa	2813664
LC609772.1	2046372490	Musa x formobisiana 	171982	Musa x formobisiana	2813835
LC609773.1	2046372579	Musa itinerans var. formosana 	171478	Musa itinerans var. formosana	2813836
LC609776.1	2046372757	Musa ornata 	170285	Musa ornata	160690
LC609777.1	2046372846	Musa textilis 	168249	Musa textilis	228183
LC623765.1	2022779427	Triticum sphaerococcum	135916	Triticum aestivum subsp. sphaerococcum	77604
LC623766.1	2022779509	Triticum compactum	135903	Triticum compactum	69993
LC625353.1	2022779786	Triticum spelta	135952	Triticum spelta	58933
LC625865.1	2025050686	Triticum aestivum var. vavilovii	135944	Triticum aestivum var. vavilovii	69995
LC634773.1	2052861050	Scopelophila cataractae 	122290	Scopelophila cataractae	146586
LC635131.1	2048970707	Rhamnus crenata	160454	Rhamnus crenata	280014
LC642719.1	2234196700	Bulbophyllum forrestii 	148067	Bulbophyllum forrestii	2859882
LC642720.1	2234196773	Bulbophyllum odoratissimum 	147494	Bulbophyllum odoratissimum	516985
