AN	GI	Species	Genome_length	ncbi_name	ncbi_taxid
MZ156062.1	2049955354	Saccharina subsessilis	38640	Saccharina subsessilis	2173147
MZ156063.1	2049955393	Pseudochorda nagaii	40990	Pseudochorda nagaii	74379
MZ156064.1	2049955433	Protohalopteris sp.	41306	Protohalopteris sp.	2843287
MZ156065.1	2049955473	Analipus japonicus	38173	Analipus japonicus	31333
MZ156066.1	2049955512	Lessoniopsis littoralis	38444	Lessoniopsis littoralis	169788
MZ156067.1	2049955551	Thalassiophyllum clathrus	37643	Thalassiophyllum clathrus	112506
MZ336096.1	2090996029	Crassiphycus usneoides	25531	Gracilaria usneoides	172951
MZ488960.1	2096017707	Alaria sp.	38857	Alaria sp. PI001	2860297
MZ520767.1	2125739626	Schizostauron trachyderma	41957	Schizostauron trachyderma	2770866
MZ748312.1	2209411965	Cyanidioschyzonaceae sp.	32663	Cyanidioschyzonaceae sp. 1 FvB-2021	2866378
MZ748313.1	2209412000	Cyanidiaceae sp.	34774	Cyanidiaceae sp.	2866374
NC_000862.1	11466252	Tetrahymena pyriformis	47296	Tetrahymena pyriformis	5908
NC_000946.1	11466298	Cafeteria roenbergensis	43159	Cafeteria roenbergensis	33653
NC_001677.2	212584017	Chondrus crispus	25836	Chondrus crispus	2769
NC_001823.1	11466495	Reclinomonas americana	69034	Reclinomonas americana	48483
NC_002007.1	11465620	Porphyra purpurea	36753	Porphyra purpurea	2787
NC_002174.1	11466457	Chrysodidymus synuroideus	34119	Synura synuroidea	47573
NC_002387.1	7212472	Phytophthora infestans	37957	Phytophthora infestans	4787
NC_002553.1	11466624	Malawimonas jakobiformis	47328	Malawimonas jakobiformis	136089
NC_002571.1	11465862	Ochromonas danica	41035	Ochromonas danica	2986
NC_002572.1	11466563	Rhodomonas salina	48063	Rhodomonas salina	3034
NC_003029.1	15027629	Tetrahymena thermophila	47577	Tetrahymena thermophila	5911
NC_003055.1	15150711	Pylaiella littoralis	58507	Pylaiella littoralis	2885
NC_004024.1	21449986	Laminaria digitata	38007	Laminaria digitata	80365
NC_005984.1	50261276	Saprolegnia ferax	46930	Saprolegnia ferax	4770
NC_007405.1	74325165	Thalassiosira pseudonana	43827	Thalassiosira pseudonana	35128
NC_007683.1	84508551	Fucus vesiculosus	36392	Fucus vesiculosus	49266
NC_007684.1	84508590	Desmarestia viridis	39049	Desmarestia viridis	62313
NC_007685.1	84508512	Dictyota dichotoma	31617	Dictyota dichotoma	2876
NC_008337.1	114329811	Tetrahymena malaccensis	47691	Tetrahymena malaccensis	5901
NC_008338.1	114329857	Tetrahymena paravorax	47496	Tetrahymena paravorax	5905
NC_008339.1	114329902	Tetrahymena pigmentosa	46990	Tetrahymena pigmentosa	5907
NC_009384.1	145932422	Phytophthora ramorum	39314	Phytophthora ramorum	164328
NC_009385.1	145932329	Phytophthora sojae	42977	Phytophthora sojae	67593
NC_009902.1	266630827	Babesia bovis	6005	Babesia bovis T2Bo	484906
NC_011005.1	195934692	Theileria parva	5895	Theileria parva	5875
NC_011213.1	200004046	Blastocystis sp.	28382	Blastocystis sp. ATCC 50177/Nand II	478820
NC_012447.1	226433053	Parahaemoproteus vireonis	5893	Parahaemoproteus vireonis	587285
NC_012448.1	226433065	Haemoproteus columbae	5988	Haemoproteus columbae	77522
NC_012450.1	226433057	Leucocytozoon majoris	6684	Leucocytozoon majoris	379413
NC_012451.1	226433061	Leucocytozoon fringillinarum	5992	Leucocytozoon fringillinarum	587282
NC_013473.1	268164033	Saccharina angustata	37605	Saccharina angustata	88154
NC_013475.1	268164072	Saccharina coriacea	37500	Saccharina coriacea	416835
NC_013476.1	268053528	Saccharina japonica	37657	Saccharina japonica	88149
NC_013477.1	268053567	Saccharina religiosa	37657	Saccharina religiosa	88150
NC_013478.1	268053606	Saccharina ochotensis	37656	Saccharina ochotensis	416842
NC_013482.1	268053645	Saccharina diabolica	37657	Saccharina diabolica	416837
NC_013484.1	268053684	Saccharina longipedalis	37657	Saccharina longipedalis	416839
NC_013710.1	283795033	Synedra acus	46657	Ulnaria acus	1436140
NC_013837.1	289065155	Chattonella marina	44772	Chattonella marina	90936
NC_014262.1	299830252	Paramecium caudatum	43660	Paramecium caudatum	5885
NC_014280.1	299830435	Pythium ultimum	59689	Globisporangium ultimum	2052682
NC_014338.1	301353205	Proteromonas lacertae	48663	Proteromonas lacertae	42746
NC_014771.1	313768489	Gracilariophila oryzoides	25161	Gracilariophila oryzoides	42480
NC_014772.1	313768513	Gracilariopsis andersonii	27036	Gracilariopsis andersonii	172979
NC_014773.1	313768541	Plocamiocolax pulvinata	25894	Plocamiocolax pulvinatus	35206
NC_015117.1	323398653	Glaucocystis nostochinearum	34087	Glaucocystis nostochinearum	38271
NC_015304.1	330850718	Leucocytozoon caulleryi	5959	Leucocytozoon caulleryi	211597
NC_015606.1	334701557	Phytophthora mirabilis	37779	Phytophthora mirabilis	129356
NC_015616.1	334701698	Phytophthora phaseoli	37914	Phytophthora phaseoli	129358
NC_015619.1	334701739	Phytophthora andina	37874	Phytophthora andina	283009
NC_015622.1	336287211	Phytophthora ipomoeae	37872	Phytophthora ipomoeae	283007
NC_015669.1	336251421	Saccharina japonica x latissima	37638	Saccharina japonica x Saccharina latissima	1041932
NC_015981.1	345894117	Ichthyophthirius multifiliis	51686	Ichthyophthirius multifiliis	5932
NC_016738.1	376403796	Heterosigma akashiwo	38690	Heterosigma akashiwo	2829
NC_016739.1	383930516	Phaeodactylum tricornutum	77356	Phaeodactylum tricornutum	2850
NC_017751.1	385153524	Pyropia haitanensis	37023	Pyropia haitanensis	1262161
NC_017836.1	386800352	Cyanophora paradoxa	51557	Cyanophora paradoxa	2762
NC_017837.1	386800397	Pyropia yezoensis	41688	Pyropia yezoensis	2788
NC_018544.1	404474476	Porphyra umbilicalis	29123	Porphyra umbilicalis	2786
NC_020015.1	435856261	Nannochloropsis gaditana	42213	Nannochloropsis gaditana	72520
NC_020369.1	452849919	Nuclearia simplex	74129	Nuclearia simplex	154970
NC_020370.1	452849960	Ministeria vibrans	55918	Ministeria vibrans	134558
NC_021104.1	484759711	Naegleria fowleri	49531	Naegleria fowleri	5763
NC_021124.1	484759855	Andalucia godoyi	67656	Andalucia godoyi	505711
NC_021125.1	510948998	Histiona aroides	70177	Histiona aroides	392300
NC_021126.1	501595162	Jakoba bahamiensis	65327	Jakoba bahamiensis	221721
NC_021127.1	501595239	Jakoba libera	100252	Jakoba libera	143017
NC_021128.1	501673477	Seculamonas ecuadoriensis	69158	Seculamonas ecuadoriensis	221724
NC_021475.1	511943740	Pyropia tenera	42268	Pyropia tenera	2785
NC_021639.1	526175790	Laminaria hyperborea	37976	Laminaria hyperborea	90893
NC_021640.1	526175831	Saccharina longissima	37628	Saccharina longissima	416841
NC_022178.1	542687346	Achlya hypogyna	46840	Achlya hypogyna	1202772
NC_022179.1	533310373	Thraustotheca clavata	47382	Thraustotheca clavata	74557
NC_023094.1	568319769	Grateloupia angusta	27943	Grateloupia angusta	1347085
NC_023251.1	570700524	Gracilariopsis chorda	26534	Gracilariopsis chorda	448386
NC_023252.1	570700551	Rhodymenia pseudopalmata	26166	Rhodymenia pseudopalmata	31502
NC_023354.1	575669485	Undaria pinnatifida	37402	Undaria pinnatifida	74381
NC_023506.1	590000356	Costaria costata	37461	Costaria costata	2872
NC_023545.1	590000475	Tsukubamonas globosa	48463	Tsukubamonas globosa	875863
NC_023784.1	595789345	Gracilaria salicornia	25272	Gracilaria salicornia	172968
NC_024265.1	651514711	Kappaphycus striatus	25242	Kappaphycus striatus	88410
NC_024288.1	657302770	Pyropia fucicola	35035	Pyropia fucicola	144551
NC_024289.1	657302803	Pyropia kanakaensis	39300	Pyropia kanakaensis	139729
NC_024579.1	669135997	Wildemania schizophylla	29156	Wildemania schizophylla	1134705
NC_024613.1	669131616	Sargassum horneri	34606	Sargassum horneri	74089
NC_024614.1	669131654	Sargassum muticum	34720	Sargassum muticum	74468
NC_024655.1	671729408	Sargassum fusiforme	34696	Sargassum fusiforme	590727
NC_025227.1	694136618	Petalonia fascia	38053	Petalonia fascia	2893
NC_025240.1	694137607	Scytosiphon lomentaria	36918	Scytosiphon lomentaria	27967
NC_025293.1	700658040	Gloeochaete wittrockiana	36046	Gloeochaete wittrockiana	38269
NC_025302.1	699256691	Colpomenia peregrina	36025	Colpomenia peregrina	27965
NC_026053.1	746001560	Gelidium elegans	24922	Gelidium elegans	37200
NC_026054.1	746001584	Ahnfeltia plicata	32878	Ahnfeltia plicata	28023
NC_026055.1	746001609	Hildenbrandia rubra	33066	Hildenbrandia rubra	31481
NC_026056.1	746001632	Palmaria palmata	29735	Palmaria palmata	2822
NC_026108.1	746948534	Saccharina latissima	37659	Saccharina latissima	309358
NC_026126.1	746001744	Berkeleya fennica	35509	Berkeleya fennica	1577906
NC_026311.1	756877562	Malawimonas californiana	36792	Malawimonas californiana	221722
NC_026312.1	756877602	Stachyamoeba lipophora	49742	Stachyamoeba lipophora	463046
NC_026452.1	761380055	Thecamonas trahens	31217	Thecamonas trahens	529818
NC_026700.1	769837835	Sargassum thunbergii	34748	Sargassum thunbergii	127542
NC_026831.1	808353735	Gracilaria chilensis	26898	Agarophyton chilense	2510777
NC_026843.1	813423605	Asparagopsis taxiformis	26097	Asparagopsis taxiformis	260499
NC_026905.1	813427019	Bangia fuscopurpurea	43517	Bangia fuscopurpurea	101920
NC_027061.1	821317023	Calliarthron tuberculosum	26469	Calliarthron tuberculosum	48942
NC_027064.1	821317077	Gracilaria vermiculophylla	25971	Gracilaria vermiculophylla	2608709
NC_027265.1	836614244	Pseudo-nitzschia multiseries	46283	Pseudo-nitzschia multiseries	37319
NC_027413.1	849123406	Turbinaria ornata	34981	Turbinaria ornata	86657
NC_027508.1	885000525	Sargassum vachellianum	34877	Sargassum vachellianum	1155129
NC_027616.1	902687085	Pyropia nitida	35313	Pyropia nitida	1682381
NC_027747.1	918021308	Triparma laevis	39580	Triparma laevis	1534972
NC_027859.1	927372602	Pseudoperonospora cubensis	38553	Pseudoperonospora cubensis	143453
NC_027966.1	937408816	Pythium insidiosum	54989	Pythium insidiosum	114742
NC_027978.1	937409029	Fistulifera solaris	39476	Fistulifera solaris	1519565
NC_028331.1	948299304	Peronospora tabacina	43225	Peronospora tabacina	230439
NC_028615.1	959125565	Skeletonema marinoi	38515	Skeletonema marinoi	267567
NC_029206.1	992330028	Saccharina sculpera	37627	Saccharina sculpera	416830
NC_029397.1	1002163005	Phytophthora polonica	40467	Phytophthora polonica	374175
NC_029731.1	1009104511	Lotharella oceanica	36702	Lotharella oceanica	641309
NC_029886.1	1016881912	Diphylleia rotans	62563	Diphylleia rotans	190327
NC_030223.1	1031917630	Ectocarpus siliculosus	37189	Ectocarpus siliculosus	2880
NC_031160.1	1070108624	Dasya binghamiae	26052	Dasya binghamiae	1896963
NC_031166.1	1070108979	Mastocarpus papillatus	25906	Mastocarpus papillatus	31436
NC_031417.1	1079488025	Paramoeba pemaquidensis	48522	Paramoeba pemaquidensis	180228
NC_031814.1	1102547798	Kappaphycus alvarezii	25198	Kappaphycus alvarezii	38544
NC_031832.1	1102546880	Palpitomonas bilix	76874	Palpitomonas bilix	652834
NC_031836.1	1102548611	Gelidium arborescens	24935	Gelidium arborescens	1911538
NC_031837.1	1102548635	Gelidium galapagense	24970	Gelidium galapagense	317100
NC_031838.1	1102548659	Gelidium isabelae	24937	Gelidium isabelae	240213
NC_031839.1	1102548683	Gelidium sclerophyllum	24916	Gelidium sclerophyllum	317102
NC_031840.1	1102546953	Gelidium sinicola	24969	Gelidium sinicola	1911539
NC_031841.1	1102548707	Pterocladia media	24915	Pterocladiella media	1911541
NC_031842.1	1102548731	Pterocladia mexicana	24932	Pterocladia mexicana	1911544
NC_031843.1	1102548755	Pterocladia musciformis	24927	Pterocladiella musciformis	2699131
NC_031844.1	1102546977	Pterocladia robusta	24935	Pterocladia robusta	1911547
NC_031848.1	1102548834	Navicula ramosissima	48652	Navicula ramosissima	265559
NC_032002.1	1109378620	Choreocolax polysiphoniae	25357	Choreocolax polysiphoniae	282351
NC_032003.1	1109378595	Vertebrata lanosa	25337	Vertebrata lanosa	1261582
NC_032029.1	1111668563	Asterionella formosa	61877	Asterionella formosa	210441
NC_032046.1	1111669623	Pleurocladia lacustris	37814	Pleurocladia lacustris	246121
NC_032051.1	1111669722	Aphanomyces astaci	49489	Aphanomyces astaci	112090
NC_032052.1	1111669769	Aphanomyces invadans	49061	Aphanomyces invadans	157072
NC_032171.1	1125788738	Didymosphenia geminata	37765	Didymosphenia geminata	1115533
NC_032287.1	1125812189	Coccophora langsdorfii	35660	Coccophora langsdorfii	74099
NC_033384.1	1133409762	Sargassum natans	34727	Sargassum natans	143165
NC_033385.1	1133409800	Sargassum fluitans	34727	Sargassum fluitans	143163
NC_033408.1	1133410787	Sargassum aquifolium	34761	Sargassum aquifolium	548576
NC_033904.1	1150149137	Corallina officinalis	26504	Corallina officinalis	35170
NC_034000.1	1150151041	Isospora manorinae	6223	Isospora serinuse	1678285
NC_034004.1	1150151083	Spongospora subterranea	37699	Spongospora subterranea	70186
NC_034272.1	1181735939	Sargassum spinuligerum	34891	Sargassum spinuligerum	613101
NC_034672.1	1197709901	Fucus distichus	36400	Fucus distichus	3012
NC_034681.1	1197510847	Gracilaria changii	25729	Gracilaria firma	2510791
NC_034794.1	1197513252	Eukaryota sp.	119311	Eukaryota sp. BB2	1949062
NC_034798.1	1197711284	Pharyngomonas kirbyi	75717	Pharyngomonas kirbyi	63601
NC_035349.1	1215848256	Sheathia arcuata	25086	Sheathia arcuata	340433
NC_035351.1	1215848482	Compsopogon caeruleus	26807	Compsopogon caeruleus	31354
NC_036231.1	1274236897	Batrachospermaceae sp.	25191	Lympha mucosa	2045360
NC_036431.1	1299050419	Betaphycus gelatinus	25275	Betaphycus gelatinus	1191690
NC_036432.1	1299050452	Eucheuma denticulatum	25327	Eucheuma denticulatum	305493
NC_036491.1	1315028866	Ancoracysta twista	52735	Ancoracysta twista	2044563
NC_036747.1	1331215778	Endarachne binghamiae	37460	Petalonia binghamiae	698476
NC_037436.1	1381388544	Teleaulax amphioxeia	43442	Teleaulax amphioxeia	77931
NC_037452.1	1381389585	Storeatula sp.	61567	Storeatula sp. CCMP1868	195070
NC_037454.1	1381389696	Cryptomonas curvata	39464	Cryptomonas curvata	233186
NC_037727.1	1418576889	Halamphora coffeaeformis	44653	Halamphora coffeiformis	1487565
NC_037728.1	1418576929	Melosira undulata	32777	Melosira undulata	2133757
NC_037729.1	1418576962	Nitzschia alba	36252	Nitzschia alba	2858
NC_037842.1	1418580027	Grateloupia filicina	29274	Grateloupia filicina	31455
NC_037889.1	1418581459	Gracilaria edulis	25708	Gracilaria edulis	172966
NC_037890.1	1418581485	Gracilaria spinulosa	25734	Gracilaria spinulosa	172972
NC_037892.1	1418581537	Gracilaria textorii	25743	Gracilaria textorii	172949
NC_037986.1	1418586581	Cylindrotheca closterium	37784	Cylindrotheca closterium	2856
NC_037987.1	1418586621	Eunotia naegelii	48049	Eunotia naegelii	1458866
NC_037988.1	1418586663	Toxarium undulatum	40429	Toxarium undulatum	210620
NC_037989.1	1418586704	Psammoneis japonica	73622	Psammoneis japonica	517775
NC_037990.1	1418586751	Nitzschia sp.	36012	Nitzschia sp. (in: diatoms)	1884248
NC_038101.1	1436051779	Gracilariopsis heteroclada	25817	Gracilariopsis heteroclada	172978
NC_038145.1	1436053598	Porolithon onkodes	27882	Porolithon onkodes	231751
NC_038156.1	1436053911	Sargassum yezoense	34767	Sargassum yezoense	127449
NC_038211.1	1442313495	Gracilaria chouae	25829	Gracilaria chouae	1172980
NC_038230.1	1442330300	Cyclospora cayetanensis	6274	Cyclospora cayetanensis	88456
NC_039147.1	1464314031	Gracilaria ferox	25588	Gracilaria ferox	1184158
NC_039148.1	1464314057	Gracilaria gracilis	25865	Gracilaria gracilis	2777
NC_039149.1	1464314083	Hydropuntia rangiferina	25908	Hydropuntia rangiferina	338881
NC_039150.1	1464314109	Gracilariopsis longissima	26744	Gracilariopsis longissima	172976
NC_039151.1	1464314136	Gracilariopsis mclachlanii	26012	Gracilariopsis mclachlanii	486813
NC_039152.1	1464314162	Melanthalia intermedia	25348	Melanthalia intermedia	172989
NC_039174.1	1464314795	Uronema marinum	39845	Uronema marinum	35107
NC_039404.1	1488175948	Batrachospermum macrosporum	24875	Montagnia macrospora	2662032
NC_039405.1	1488175972	Kumanoa ambigua	25862	Kumanoa ambigua	644273
NC_039406.1	1488175995	Kumanoa mahlacensis	25069	Kumanoa mahlacensis	1196387
NC_039407.1	1488176019	Sirodotia delicatula	25150	Sirodotia delicatula	386631
NC_039721.1	1511242841	Babesia duncani	5893	Babesia duncani	323732
NC_039745.1	1511245053	Eimeria furonis	6165	Eimeria furonis	352384
NC_039979.1	1526693322	Synarthrophyton chejuense	28264	Synarthrophyton chejuense	2485825
NC_039980.1	1526693348	Neogoniolithon spectabile	26050	Neogoniolithon spectabile	231755
NC_040155.1	1535791471	Gelidium gabrielsonii	24964	Gelidium gabrielsonii	2483892
NC_040157.1	1535791696	Gelidium kathyanniae	24963	Gelidium kathyanniae	2483893
NC_040179.1	1542033659	Bremia lactucae	39302	Bremia lactucae	4779
NC_040224.1	1552776556	Cladosiphon okamuranus	38419	Cladosiphon okamuranus	309737
NC_040853.1	1573131690	Saccharina japonica x longissima	37657	Saccharina japonica x Saccharina longissima	2511829
